,mail_content
1933,"Start Date: 4/22/01; HourAhead hour: 23;  No ancillary schedules awarded.  
Variances detected.
Variances detected in SC Trades schedule.

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final 
Schedules\2001042223.txt

"
1934,"Start Date: 4/22/01; HourAhead hour: 24;  No ancillary schedules awarded.  
Variances detected.
Variances detected in SC Trades schedule.
Variances detected in Load schedule.

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final 
Schedules\2001042224.txt

"
1935,"Start Date: 4/28/01; HourAhead hour: 22;  No ancillary schedules awarded.  No 
variances detected.

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final 
Schedules\2001042822.txt

"
1936,"Our vision to become The World's Leading Company positions our company for 
great success this year and beyond.  Our success is dependent on execution.  
With that in mind, we are making Enron's 2001 corporate and business unit 
goals available to employees.  

Please take a few minutes to review our 2001 goals on Enron's intranet at 
http://172.28.92.190/bowne/    We believe they will help you gain a better 
understanding of our vision for the company and will inspire you to identify 
innovative ways to help your organization and Enron achieve our objectives.  
We have a lot to accomplish this year, and with your hard work and 
dedication, we can realize another year of stellar performance."
1937,"Start Date: 4/27/01; HourAhead hour: 18;  No ancillary schedules awarded.  No 
variances detected.

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final 
Schedules\2001042718.txt"
1938,"Start Date: 4/24/01; HourAhead hour: 13;  No ancillary schedules awarded.  
Variances detected.
Variances detected in Generation schedule.
Variances detected in SC Trades schedule.
Variances detected in Load schedule.

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final 
Schedules\2001042413.txt

"
1939,"Group,
I will be visiting MPC from Tuesday 04/24 through Thursday 04/26.  I will be 
back in on the afternoon of the 26th.  I should be available on my cell phone 
at 503-887-3449.  However, if you cannot reach me, please refer trading or 
service questions to Geir or Ryan. 

Thanks,

Bill"
1940,"If you are missing an earring, please claim w/Mollie."
1941,"Cara's new number is

503-810-1105
"
1942,"

Start Date: 2/1/02; HourAhead hour: 19;  No ancillary schedules awarded.  No variances detected. 

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2002020119.txt"
1943,"

Start Date: 2/3/02; HourAhead hour: 21;  No ancillary schedules awarded.  No variances detected. 

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2002020321.txt"
1944,"[IMAGE]
VERIZON EMAIL_1
  [IMAGE]      [IMAGE]   [IMAGE] [IMAGE]   ******APPROVED******    DATE: JA=
N. 21, 2002 [IMAGE]     ATTENTION: PATRICE MIMS  [IMAGE]     YOU'VE BEEN AP=
PROVED FOR A FREE CELLULAR PHONE!  [IMAGE] [IMAGE]  CONFIRMED DELIVERY AUTH=
ORIZATION: 05 DAYS  PATRICE MIMS           CONGRATULATIONS PATRICE MIMS:   =
YOU HAVE BEEN APPROVED FOR A FREE CELLULAR PHONE!   WE HAVE VERIFIED YOUR N=
AME FROM CURRENT DATAFILE IDENTIFICATION RECORDS AND HAS ASSIGNED YOU THE C=
ONFIRMED APPROVAL NO; 0764CEQ. CLICK HERE!  IMPORTANT: THIS MEANS YOU ARE ""=
CLEARED"" FOR CELLULAR PHONE RECEIVERSHIP... NO CREDIT CHECK, NO DEPOSIT REQ=
UIRED, NO EMPLOYMENT PAPERWORK, PERSONAL APPLICATION OR COSIGNERS NEEDED. A=
LL THAT IS REQUIRED IS YOUR STANDARD AUTHORIZATION ACCEPTANCE OF BASIC TERM=
S OF ACQUISITION (MUST HAVE CREDIT CARD) AND DELIVERY, PAYMENT ARRANGEMENTS=
 PLUS VERIFICATION OF CURRENT SHIPPING/MAILING ADDRESS WHICH YOU CAN PROVID=
E BY CLICKING HERE!   VERY IMPORTANT: UPON ORDERING TO VERIFY SERVICE, NAME=
 CHECK IDENTIFICATION AND ADMINISTRATIVE AUTHORIZATION/PROCESSING... YOUR B=
RAND CELL PHONE, PLUS POWER BATTERY CHARGER AND PRIVATE CELL PHONE NUMBER W=
ILL BE DELIVERED TO YOU WITHIN THE NEXT 5 DAYS AFTER COMPLETION OF AUTHORIZ=
ATION PROCESS.   FINALLY, PLEASE REMEMBER: THIS IS NOT A CREDIT APPLICATION=
! REPEAT: THIS IS NOT A CREDIT APPLICATION! CLICK HERE IF YOU ARE PATRICE M=
IMS... YOU HAVE BEEN ""APPROVED"" FOR A STATE-OF-THE-ART CELLULAR TELEPHONE. =
 SIMPLY CLICK HERE NOW, 24 HOURS A DAY, 7 DAYS A WEEK TO SECURE QUICK ACQUI=
SITION WITH FORMAL APPROVAL RESOLUTION.   WE LOOK FORWARD TO PLACING YOUR O=
RDER! THANK YOU.   SINCERELY,  CELLULAR PHONE NOTIFICATION DEPARTMENT  P.S.=
 REMEMBER, THERE IS ABSOLUTELY NO DEPOSIT REQUIRED! CLICK HERE NOW!   =09
"
1945,"Welcome to MyBeautyCenter.com!

Each week we bring you the best value in high-quality
cosmetics. Please take a look at this week's special offers below.

Thank you, and have a great day!


*"
1946,"Just got back in the office.  Richard and I spoke this morning and plan to ring you this p.m.

Talk to you soon.

 "
1947,"
[IMAGE]	
 Get your AmeriOne MasterCard
 here. It is 100% Guaranteed Approval. You can receive card limit up to $7500 with, 	
   - O% interest - No Credit Check - No late Charges - No Checking account required     [IMAGE]    	
        It's Simple and it's Easy!! APPLY HERE	
   This email was sent to you by, , a marketing partner for JohnsonLane.com Revenue Partners LLC.   Please direct all your concerns about this email to the address listed above.	

[IMAGE]
"
1948,"Hi Rev. Jackson

How's it going?  I'm sure I'll be seeing you tonight at choir rehearsal, but 
I was curious if anything new happened on the choir director front?

Let me know if you get this e-mail in time to respond.  I'll be leaving at 
5:00 directly.

See you tonight!"
1949,"Melba

Please set up the following new delivery points:

1) The interconnection between Alliance Pipeline Company and Midwestern Gas 
Transmission Company located in Will County, Illinois

2) The interconnection between Alliance Pipeline Company and Natural Gas 
Pipeline Company of America located in Grundy County, Illinois

3) The interconnection between Alliance Pipeline Company and Nicor Gas 
Company located in Grundy County, Illinois

4) The interconnection between Alliance Pipeline Company and Peoples Gas 
Light and Coke Company located in Will County, Illinois

5) The interconnection between Alliance Pipeline Company and Vector Pipeline 
Company located in Will County, Illinois

I'd like to have these the Natural Gas Pipeline point set up yet today, as I 
think we will probably start to trade this point tomorrow.

Thank you.
"
1950,"Yes, Sorry, forgot to mention it to you, but nothing was set in stone.    In 
fact, I initiated the invitation on behalf of me and you.  Are you free?, are 
they free?, I don't even know if I'm free.  What did they say?"
1951,"What's up with this guy.  I guess he called Mr. Palmer.  How did that come 
about!  He really feels as though he's been mistreated.  I don't understand 
him!"
1952,"Hello Matt Motley, 

In this issue: 

- Feature Article: The Powersemiconductor Capital Equipment Blues 
- Overview of renewables, distributed generation and power semiconductor sectors 

Sound Energy is a bi-weekly publication focusing on energy companies and sectors that strive to make energy more efficient or the environment cleaner. These sectors include renewable energy (including wind and solar power), distributed generation (fuel cells and microturbines), and power semiconductors. 

"
1953,"=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Need money for college? Use FastWeb's free scholarship search to 
find information on more than 600,000 scholarships!
It's easy and free. We'll match your background against our 
database of over 600,000 scholarships! And we'll update you when 
new scholarships matching your background are added to our 
database. FastWeb is recommended by more than 3,000 colleges and 
14,000 high schools. http://www.fastweb.com/ib/dictionary-1f

<A HREF=""http://www.fastweb.com/ib/dictionary-1f"">
AOL users click here</A>
=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=

   Word of the Day for Sunday March 17, 2002:

   extricate \EK-struh-kayt\, transitive verb:
   To  free  or release from a difficulty or entanglement; to get
   free; to disengage.

     Sean  introduced  himself and then extricated his hand from
     Ronan's persistent grasp in order to show him the photo.
     --Naeem Murr, [1]The Boy

     Ultimately  they  extricated  Ned  by  lifting up the whole
     table-and-chair  structure,  thus  allowing him to fall out
     onto the floor.
     --Joan  L.  Richards,  [2]Angles of Reflection: Logic and a
     Mother's Love

     I knelt down, either out of weakness or out of gratitude to
     a god who had extricated me from yet another predicament.
     --Christa Wolf, Medea: A Modern Retelling
     _________________________________________________________

   Extricate  comes  from  Latin  extricare,  ""to disentangle, to
   extricate,""  from  ex-, ""out"" + tricae, ""trifles, impediments,
   perplexities.""

References

   1. http://www.amazon.com/exec/obidos/ASIN/0395957907/ref%3Dnosim/lexico
   2. http://www.amazon.com/exec/obidos/ASIN/0716738317/ref%3Dnosim/lexico


_._._._._._._._._._._._._._._._._._._._._._._._._._._._._._._._._._

You are currently subscribed to Dictionary.com Word of the Day as: 
"
1954,"The meeting will be on the 4th Floor of Enron Center South (new building). Thanks - Esmeralda

 "
1955,"

  <http://www.expedia.com/daily/mail/images/CornerTL.gif>	  <http://www.expedia.com/daily/mail/images/spaceit.gif>	  <http://www.expedia.com/daily/mail/images/CornerTR.gif>	
  <http://www.expedia.com/daily/mail/images/logo_rewards.gif>	  <http://www.expedia.com/daily/mail/images/spaceit.gif>	  <http://www.expedia.com/daily/mail/images/spaceit.gif>
	  <http://www.expedia.com/daily/mail/images/spaceit.gif>	
  <http://www.expedia.com/daily/mail/images/spaceit.gif>	Dear Matthew,
You can save 30% on your next Delta Air Lines flight between Dallas/Fort Worth and any city Delta serves in the continental United States! Just click below for an easy-to-use electronic reward. 
 <http://www.expedia.com/pub/agent.dll?qscr=adrw&cpon=1-63-607E2EF1$E5$1600$15v$F4$98$60$8Cr$CDWl$33O$88$F3z$7B&rfrr=-6636> 
Just click the link above, and we'll deposit to your account an electronic reward for 30% off a Delta Air Lines flight. Book by April 12 and complete your trip by June 20, 2002. 
  <http://www.expedia.com/daily/mail/images/spaceit.gif>	  <http://www.expedia.com/daily/mail/images/spaceit.gif>	
  <http://www.expedia.com/daily/mail/images/spaceit.gif>
Learn how to use your reward <http://expedia.cq0.net/r/default.asp?R=00004d99a000025e7&qscr=hgen&hfnm=h_pro_rwdsredeem%2Ehtx&zz=1012332239617&rfrr=-6637>
Terms and Conditions <http://expedia.cq0.net/r/default.asp?R=00004d992000025e7&rfrr=-6637>
Forget your password? <http://expedia.cq0.net/r/default.asp?R=00004d99a000025e7&qscr=apwd&rfrr=-6637>
	  <http://www.expedia.com/daily/mail/images/spaceit.gif>	
  <http://www.expedia.com/daily/mail/images/CornerBL.gif>	  <http://www.expedia.com/daily/mail/http://www.expedia.com/daily/mail/images/spaceit%2Egif>
home <http://expedia.cq0.net/r/default.asp?R=00004d993000025e7&rfrr=-6637> | flights <http://expedia.cq0.net/r/default.asp?R=00004d931000025e7&qscr=fltw&rfrr=-6637> | hotels <http://expedia.cq0.net/r/default.asp?R=00004d931000025e7&qscr=htwv&rfrr=-6637> | cars <http://expedia.cq0.net/r/default.asp?R=00004d931000025e7&qscr=carw&rfrr=-6637> | vacation packages <http://expedia.cq0.net/r/default.asp?R=00004d931000025e7&qscr=cmsh&rfrr=-6637> | cruises <http://expedia.cq0.net/r/default.asp?R=00004d96e000025e7&page=start&rfrr=-6637> | deals <http://expedia.cq0.net/r/default.asp?R=00004d99b000025e7&intro=/daily/deals/default%2Easp&rfrr=-6637> | guides <http://expedia.cq0.net/r/default.asp?R=00004d96f000025e7&rfrr=-6637> | maps <http://expedia.cq0.net/r/default.asp?R=00004d931000025e7&qscr=over&rfrr=-6637> | business <http://www.expedia.com/pub/agent.dll?qscr=bust&rfrr=-6637> 
  <http://www.expedia.com/daily/mail/images/spaceit.gif>
?2002 Expedia, Inc. All rights reserved. Expedia.com terms of use. <http://www.expedia.com/pubspec/scripts/eap.asp?intro=/daily/service/legal%2Easp&rfrr=-6637> Privacy policy. <http://www.expedia.com/pubspec/scripts/eap.asp?intro=/daily/service/privacy%2Easp&rfrr=-6637> 
	  <http://www.expedia.com/daily/mail/images/CornerBR.gif>	


  <http://www.expedia.com/daily/mail/images/spaceit.gif>	UNSUBSCRIBE
If you do not wish to receive any further promotional e-mails from us, please click here <http://expedia.cq0.net/r/default.asp?R=00004d931000025e7&qscr=info&rfrr=-6637>. Or simply reply to this mail with ""unsubscribe"" in the subject line. 

CONTACT US
If you'd like to give us feedback, please click here <http://expedia.cq0.net/r/default.asp?R=00004d99a000025e7&qscr=fbak&itid=0&text=&rfrr=-6637>. For additional assistance, visit the Expedia.com Customer Support Center <http://expedia.cq0.net/r/default.asp?R=00004d96d000025e7&rfrr=-6637>. 


	  <http://www.expedia.com/daily/mail/images/spaceit.gif>	
"
1956,"My HomeAdvisor <http://go%2Emsn%2Ecom/nl/133939%2Easp> 
March 20, 2002


Hot Offers
Win $1000 to pay taxes <http://go%2Emsn%2Ecom/nl/133940%2Easp>
Home video equipment <http://go%2Emsn%2Ecom/nl/133941%2Easp>
Shop for Easter treats <http://go%2Emsn%2Ecom/nl/133942%2Easp>

  <http://homeadvisor%2Emsn%2Ecom/images/bw/cleardot%2Egif>
Find It Fast
Articles and Tools
Cooking and entertaining <http://go%2Emsn%2Ecom/nl/133943%2Easp>, Decorating <http://go%2Emsn%2Ecom/nl/133944%2Easp>, Gardening <http://go%2Emsn%2Ecom/nl/133945%2Easp>, Home valuation <http://go%2Emsn%2Ecom/nl/133946%2Easp>, Homes for sale <http://go%2Emsn%2Ecom/nl/133947%2Easp>,
Loans <http://go%2Emsn%2Ecom/nl/133948%2Easp>, Moving <http://go%2Emsn%2Ecom/nl/133949%2Easp>, Remodeling and repair <http://go%2Emsn%2Ecom/nl/133950%2Easp>, Selling <http://go%2Emsn%2Ecom/nl/133946%2Easp> 

Services
Apartments <http://go%2Emsn%2Ecom/nl/133951%2Easp>, Contractor <http://go%2Emsn%2Ecom/nl/133952%2Easp>, Credit center <http://go%2Emsn%2Ecom/nl/133953%2Easp>, Furniture rental <http://go%2Emsn%2Ecom/nl/133954%2Easp>, Classmate search <http://go%2Emsn%2Ecom/nl/133955%2Easp>, Insurance <http://go%2Emsn%2Ecom/nl/133956%2Easp>, Real estate agent <http://go%2Emsn%2Ecom/nl/133957%2Easp>, Storage <http://go%2Emsn%2Ecom/nl/133958%2Easp> 

Shopping
Electronics <http://go%2Emsn%2Ecom/nl/133959%2Easp>, Home communications <http://go%2Emsn%2Ecom/nl/133960%2Easp>, Home office <http://go%2Emsn%2Ecom/nl/133961%2Easp>,
More shopping <http://go%2Emsn%2Ecom/nl/133962%2Easp> 

Visit our home electronics center! <http://go%2Emsn%2Ecom/nl/133959%2Easp> 

  <http://homeadvisor%2Emsn%2Ecom/images/bw/cleardot%2Egif>	Celebrate Easter

 <http://go%2Emsn%2Ecom/nl/133963%2Easp>	
Celebrate spring's arrival and Easter with fun crafts and delicious treats. And as the days get longer, tend to your home and garden with spring cleaning and growing. Try these ideas, or visit HomeAdvisor <http://go%2Emsn%2Ecom/nl/133939%2Easp> to explore on your own.


Unique Easter egg decorations <http://go%2Emsn%2Ecom/nl/133963%2Easp>
Basic how-to and creative variations
Colorful jellybean pots <http://go%2Emsn%2Ecom/nl/133964%2Easp>
Use as party favors or centerpieces
Papier-m?ch? Easter baskets <http://go%2Emsn%2Ecom/nl/133965%2Easp>
Play with balloons, tissue, and gooey paste
Spring greenery guide <http://go%2Emsn%2Ecom/nl/133966%2Easp>
Know how your garden grows
Emeril's Easter feast <http://go%2Emsn%2Ecom/nl/133967%2Easp>
Enjoy a food-filled day of celebration
Green spring cleaning <http://go%2Emsn%2Ecom/nl/133968%2Easp>
Remember the environment

Also on HomeAdvisor and MSN
Start-to-finish remodeling guide <http://go%2Emsn%2Ecom/nl/133969%2Easp>
Time to move, or improve? <http://go%2Emsn%2Ecom/nl/133970%2Easp>
Spring getaway planner <http://go%2Emsn%2Ecom/nl/133971%2Easp>
  <http://homeadvisor%2Emsn%2Ecom/images/bw/cleardot%2Egif>
Featured Offers
  <http://homeadvisor%2Emsn%2Ecom/images/bw/cleardot%2Egif>
  <http://www%2Exml%2Eeshop%2Emsn%2Ecom/trackofferimpression%2Easpx?p=177:39:10:0:2:0:0:0:0:10:0&merchId=2505&invMerchModel=625Baby&ptnrId=10&ptnrData=0>
Easter Wreath (Preserved) <http://go%2Emsn%2Ecom/nl/133972%2Easp>
Easter Wreath (Preserved) <http://go%2Emsn%2Ecom/nl/133972%2Easp> 
$49.99
Proflowers.com <http://go%2Emsn%2Ecom/nl/133972%2Easp>

Guaranteed Fresh For 7 Days!
More Flowers: New baby <http://go%2Emsn%2Ecom/nl/133973%2Easp>
  <http://www%2Exml%2Eeshop%2Emsn%2Ecom/trackofferimpression%2Easpx?p=7:39:10:0:2:0:0:0:0:10:0&merchId=2695&invMerchModel=DF1252&ptnrId=10&ptnrData=0>
Easter Egg Pack of 6 Candles <http://go%2Emsn%2Ecom/nl/133974%2Easp>
Easter Egg Pack of 6 Candles <http://go%2Emsn%2Ecom/nl/133974%2Easp> 
$12.99 Sale $8.99
Avon <http://go%2Emsn%2Ecom/nl/133974%2Easp>

More from Avon <http://go%2Emsn%2Ecom/nl/133975%2Easp>
  <http://homeadvisor%2Emsn%2Ecom/images/bw/cleardot%2Egif>	Partner Highlights
Smart Solutions

Find a local real-estate agent <http://go%2Emsn%2Ecom/nl/133957%2Easp>
Get auto insurance quotes <http://go%2Emsn%2Ecom/nl/133976%2Easp>
Build your dream home <http://go%2Emsn%2Ecom/nl/133977%2Easp>
Search architectural plans <http://go%2Emsn%2Ecom/nl/133978%2Easp>

For everything you need in your home, visit HomeAdvisor! <http://go%2Emsn%2Ecom/nl/133939%2Easp>
  <http://homeadvisor%2Emsn%2Ecom/images/bw/cleardot%2Egif>
Free Apartment Search <http://go%2Emsn%2Ecom/nl/133979%2Easp> 
  <http://homeadvisor%2Emsn%2Ecom/images/bw/cleardot%2Egif>
Time to refinance? Click here! <http://go%2Emsn%2Ecom/nl/133980%2Easp> 
 <http://arc1%2Emsn%2Ecom/Clicker/ADSClicker31%2Edll?Redirect?PG=PRONWS?AN=999>	
  <http://network%2Emsn%2Ecom/sidebarcontent/newsletter/spacer%2Egif>	UNSUBSCRIBE <http://newsletters%2Emsn%2Ecom/signin%2Easp?SRC=1>	 MORE NEWSLETTERS <http://newsletters%2Emsn%2Ecom/home%2Easp>	 FEEDBACK <http://newsletters%2Emsn%2Ecom/link%2Easp?L=feedback>	 HELP <http://newsletters%2Emsn%2Ecom/link%2Easp?L=support>	   <http://network%2Emsn%2Ecom/sidebarcontent/newsletter/spacer%2Egif>	
To unsubscribe, reply to this email with the word ""UNSUBSCRIBE"" in the subject line. 	
  <http://ads%2Emsn%2Ecom/ads/000007/c%2Egif?NC=9523&NA=31022&PS=34044&PI=7331&DI=820&VN=2002-03-20>	
  
go to MSN Home <http://go%2Emsn%2Ecom/AA/0/>	 More Useful Everyday	
MSN Home <http://go%2Emsn%2Ecom/AA/7> | My MSN <http://go%2Emsn%2Ecom/AA/11/> | Hotmail <http://go%2Emsn%2Ecom/AA/8> | Search <http://go%2Emsn%2Ecom/AA/A> | Shopping <http://go%2Emsn%2Ecom/AA/9> | Money <http://go%2Emsn%2Ecom/AA/C> | People & Chat <http://go%2Emsn%2Ecom/AA/B> 
?2002 Microsoft Corporation. All rights reserved. Terms of Use <http://go%2Emsn%2Ecom/AA/4/>  Advertise <http://go%2Emsn%2Ecom/AA/5/>  TRUSTe Approved Privacy Statement <http://go%2Emsn%2Ecom/AA/6/>  GetNetWise <http://go%2Emsn%2Ecom/AA/10/>
"
1957,"As stated in my earlier email, the Company is under an obligation to retain=
, among other documents identified in the Bankruptcy Court's February 15, 2=
002 Order, a copy of which you all have received by email, all documents th=
at relate to a pending or threatened investigation or lawsuit. As I am sure=
 you are aware from reading the newspapers and watching television, because=
 of the number of investigations and lawsuits the universe of relevant docu=
ments in just this one category covered by the Order is very large. You mus=
t retain all relevant company-related documents until these actual or threa=
tened lawsuits and investigations are over. No one can then second-guess wh=
ether you destroyed a relevant document. However, many of you have requeste=
d guidance on what must be retained in this category of documents. To that =
end, attached are the various subject matters of subpoenas and document req=
uests that we have received. While you should be sure to take the time to r=
eview the subpoenas and document requests themselves, some of the topics co=
vered are the following:
1.  All special purpose entities (including, but not limited to, Whitewing,=
 Marlin, Atlantic, Osprey, Braveheart, Yosemite, MEGS, Margaux, Backbone, N=
ahanni, Moose, Fishtail, and Blackhawk)
2. All LJM entities
3. Chewco
4. JEDI I and II
5. The Raptor structures
6. Related party transactions
7. Portland General acquisition
8. Elektro acquisition
9. Cuiaba project
10. Nowa Sarzyna project
11. Dabhol project
12. The Dynegy merger
13. All accounting records
14. All structured finance documents
15. Audit records
16. All records relating to purchases or sales of Enron stock
17. All records relating to Enron stock options
18. All records relating to the Enron Savings Plan, Cash Balance Plan, ESOP=
, and any other employee benefit plans=20
19. Communications with analysts
20. Communications with investors
21. Communications with credit rating agencies
22. All documents relating to California
23. All documents relating to Rio Piedras
24. All documents relating to pipeline safety
25. All corporate tax documents
26. All structured finance documents
27. ENA collateralized loan obligations
28. All periodic reports to management (including, but not limited to, VAR =
Reports, Daily Position Reports, Capital Portfolio Statements, Merchant Por=
tfolio Statements, and Earnings Flash Reports)
29. All press releases and records of public statements
30. All DASHs
31. All policy manuals
32. All records relating to political contributions
33. All documents relating to or reflecting communications with the SEC, CF=
TC, FERC, or DOL
34. All documents relating to Enron's dark fiber optic cable=20
35. Mariner
36. Matrix
37. ECT Securities
38. Enron Online
39. All documents relating to the Enron PAC
40. All documents reflecting any communication with any federal agency, Con=
gress, or the Executive Office of the President
41. All documents relating to Enron Broadband
42. Drafts and non-identical duplicates relating to any of the foregoing.
Though lengthy, this list is not inclusive. Please review the subpoenas and=
 document requests for the precise topics covered. If you have any question=
s please contact Bob Williams, the Company's Litigation Manager, at (713) 3=
"
1958,"
David Grant has assembled a team to work on gathering documents in response to the numerous subpoenas the company is receiving from Congress, the SEC and the Department of Justice. Please cooperate with the team if they need your assistance.  If you have any questions, please call David Grant at 3-6239. "
