,mail_content
1717,"                                        == SPECIAL ANNOUNCEMENTS==

On January 2, FERC filed a response in opposition to the emergency petition 
SOUTHERN CALIFORNIA EDISON filed December 26 for a writ of mandamus against 
FERC in the U.S. Court of Appeals for the District of Columbia.  Edison has 
asked the Court to direct FERC to fix by order just and reasonable cost-based 
rates for the CA ISO and Cal PX markets.

On December 22, FERC issued an Order regarding remedies for the California 
wholesale market that included the requirement of a technical conference on 
the development of market monitoring procedures.  This conference has been 
scheduled for January 23, 2001 at FERC.  EL00-95-000 et. al.

                                     == RECENT FERC FILINGS ==

(1)  RTO DEVELOPMENTS

*  CENTRAL ILLINOIS LIGHT CO., CINERGY CORP., HOOSIER ENERGY R.E.C., SOUTHERN 
ILLINOIS POWER COOP., SOUTHERN INDIANA GAS & ELECTRIC CO. and WABASH VALLEY 
POWER ASSOC. filed (1) their notice for authorization to withdraw from the 
MIDWEST ISO, effective on the date that ILLINOIS POWER CO., COMMONWEALTH 
EDISON CO. and/or AMEREN are permitted to withdraw; and (2) a request that 
the Commission authorize a Designated Transmission Owner having Commission 
jurisdictional rates and charges to recover, through its Commission 
jurisdictional transmission service rates and charges, the costs incurred by 
the Designated Transmission Owner as a result of its withdrawal from the 
MIDWEST ISO.  ER01-731-000.  Comments due by January 11, 2001.

*  NYISO filed a status report on governance issues in compliance with Docket 
Nos. ER97-1523-005, ER97-1523-006, OA97-470-006, ER97-4234-004 and 
EC99-31-001.  Comments due by January 10, 2001.

*  After a request filed by numerous entities, an extension of time to file 
comments and protests to GRID FLORIDA's December 15, 2000 supplemental Order 
No. 2000 Compliance filing has been granted.  Comments will be due by January 
30, 2001.  RT01-67-000.

*  CAL PX filed its Tariff Amendment No. 21 regarding the tracking of changes 
in the method proposed by the CA ISO for allocating its Grid Management 
Charge.  ER01-719-000.  Comments due by January 9, 2001.

*  NYISO filed for a waiver for certain OASIS requirements.  EL01-24-000.  
Filed December 22, 2000.

*  OKLAHOMA MUNICIPAL POWER AUTHORITY filed an answer to AMERICAN ELECTRIC 
POWER CO.'s request to defer its application to transfer operational control 
of its transmission facilities located in the SPP.  EC98-40-000.  Filed 
December 26, 2000.

*  NEPOOL Participants Committee filed an answer and ISO NE filed a 
supplement to its motion to intervene regarding protests to NEPOOL's revised 
Market Rules regarding support implementation of electronic dispatch (Rule 
3), uplift payments at low operating limits (Rule 5), and installed capacity 
responsibility (Rule 11) as well as a revised Implementation Date for 
Electronic Dispatch.  ER01-493-000.  Filed December 27, 2000.

*  KEYSPAN-RAVENSWOOD filed comments in support of NYISO's request to moot 
its compliance filing.  ER00-3591-000, 001 and 004 and ER00-1969-005.  Filed 
December 22, 2000.

*  MAINE PUBLIC UTILITIES COMMISSION, the MAINE PUBLIC ADVOCATE and the 
INDUSTRIAL ENERGY CONSUMERS GROUP filed a request for rehearing or an 
emergency stay of the Commission's December 15, 2000 Order directing ISO NE 
to implement an ICAP deficiency charge of $8.75/Kw/M retroactive to August 1, 
2000.  EL00-62-015.  Filed December 22, 2000.

*  MISO filed an answer to several protests regarding its OATT in Dockets 
ER01-479-000 and ER97-1438-007.  Filed December 27, 2000.

*  PJM filed changes to its OATT to limit the amount of Transmission 
Congestion Credits an entity that acquires a Fixed Transmission Right (FTR) 
through the FTR auction may receive if it enters Increment Bids or Decrement 
Bids in the Day-Ahead market that result in an increase of Transmission 
Congestion Charges at or near the receipt or delivery point of the FTR.  
ER01-773-000.  Filed December 22, 2000.


(2) OATT/TRANSMISSION

*  COMMONWEALTH EDISON filed a revised attachment K to its OATT in compliance 
with the Commission's December 8, 2000 Order.  ER01-99-001.  Comments due by 
January 10, 2001.

*  AMERICAN TRANSMISSION COMPANY filed their Standards of Conduct to be 
effective January 1, 2001.  ER01-702-000.  Comments due by January 9, 2001.

*  INDIANAPOLIS POWER & LIGHT filed its first amendment to the 
Interconnection, Operation and Maintenance Agreement between itself and DTE 
Georgetown.  ER01-718-000.  Comments due by January 9, 2001.

*  PJM filed an executed Interconnection Agreement between itself and 
BETHLEHEM STEEL CORP.  ER01-756-000.  Comments due by January 12, 2001.

*  ARIZONA ELECTRIC POWER COOP. filed a request for rehearing regarding the 
Commission's Order determining that Standard Offer Scheduling Coordinators 
should be subject to the same energy imbalance charges as Competitive Offer 
Scheduling Coordinators.  ER00-3583-001, ER01-173-001 and ER01-208-001.  
Filed December 26, 2000.

*  AMERICAN ELECTRIC POWER SERVICE filed an executed Interconnection and 
Operation Agreement between INDIANA MICHIGAN POWER COMPANY and DUKE ENERGY 
DESOTO.  ER01-720-000.  Comments due January 11, 2001.

*  ILLINOIS POWER CO. filed an Interconnection Agreement between itself and 
DYNEGY MIDWEST GENERATION.  ER01-712-000.  Comments due January 11, 2001.

*  AMERICAN ELECTRIC POWER SERVICE CORP. filed an executed Interconnection 
and Operation Agreement between INDIANA MICHIGAN POWER CO. and PSEG 
LAWRENCEBURG ENERGY CO.  ER01-721-000.  Comments due by January 11, 2001.

*  UTILICORP filed amendments to the OATTs for its MISSOURI PUBLIC SERVICE, 
WESTPLAINS ENERGY-KANSAS, WESTPLAINS ENERGY-COLORADO and ST. JOSEPH POWER & 
LIGHT operating divisions in order to avoid customers from having to pay 
multiple transmission charges.  ER01-723-000.  Comments due by January 12, 
2001.

*  The AMERICAN ELECTRIC POWER SERVICE CORP. filed an Interconnection and 
Operation Agreement between KENTUCKY POWER CO. and RIVERSIDE GENERATING CO.  
ER01-741-000.  Comments due January 12, 2001.

*  The CLEVELAND ELECTRIC ILLUMINATING CO., OHIO EDISON CO., PENNSYLVANIA 
POWER CO. and the TOLEDO EDISON CO. (FIRST ENERGY) filed a modified proposal 
to offer ancillary services and interconnected operations services on a 
non-discriminatory basis.  ER00-3771-002.  Filed December 21, 2000.


(3) MARKET COMPLAINTS

*  DYNEGY POWER MARKETING, EL SEGUNDO POWER, LONG BEACH GENERATION and 
CABRILLO I and II filed a complaint against the CA ISO requesting that the 
Commission direct the ISO to cease making out-of-market (OOM) dispatch orders 
on its units in non-emergency situations, require the ISO to negotiate 
compensatory rates for OOM dispatch orders, file for third payment options 
that generators subject to a Participating Generator Agreement could elect as 
compensation for OOM dispatch orders and other relief.  EL01-23-000.  
Comments due January 11, 2001.

*  SOUTHERN CALIFORNIA WATER CO. d/b/a BEAR VALLEY ELECTRIC SERVICE filed a 
complaint against SOUTHERN CALIFORNIA EDISON (EDISON) alleging that EDISON as 
seeking to unlawfully terminate the Added Facilities Agreement between the 
two.  EL01-25-000.  Comments due January 18, 2001.

*  CHEYENNE LIGHT, FUEL & POWER CO. filed a complaint against PACIFICORP 
regarding a notice of termination filed on December 26, 2000 of a power sales 
agreement under which PACIFICORP provides CHEYENNE full capacity and energy 
requirements.  EL01-21-000.  Filed on December 27, 2000.


(4) MERGERS/CORPORATE RESTRUCTURING

*  The MONTANA POWER CO. and NORTHWESTERN CORP. filed an application for 
authorization of the disposition of certain jurisdictional assets whereby 
NORTHWESTERN will purchase MONTANA's utility business.  EC01-47-000.  
Comments due January 11, 2001.

*  The MONTANA POWER CO. filed a notice of change of status and a revised 
statement of policy and standards of conduct to reflect a planned transaction 
pursuant to which NORTHWESTERN CORP. will purchase the utility business of 
MONTANA POWER.  ER97-449-001.  Comments due January 11, 2001.

*  MISSISSIPPI VALLEY GAS CO. submitted a request for rehearing regarding the 
Commission's November 24, 2000 Order authorizing the disposition of 
jurisdictional facilities involved in the joint application filed by ENTERGY 
POWER MARKETING and KOCH ENERGY TRADING.  EC00-106-001.  Filed December 26, 
2000.


(5) MISCELLANEOUS

*  MIDWEST ISO submitted an application seeking authorization to issue 
long-term senior notes in an amount not to exceed $100 million.  
ES01-13-000.  Comments due January 12, 2001.

                                       ==OTHER NEWS==

*  ATC Hits the Ground Running On Jan. 1
http://biz.yahoo.com/bw/010102/wi_america.html

*  UtiliCorp Completes $190 Million Merger With St. Joseph Light & Power
http://biz.yahoo.com/bw/010102/mo_utilico_2.html

 - FercFilings010102.pdf"
1718,"
 "
1719,"
=09=09 [IMAGE]  Three  trading conferences under one roof... at the Hotel O=
kura, Amsterdam, 19-21 February 2002 =09
 [IMAGE]    Over 70% of European companies face weather-related risk  Today=
's business has become all about risk and how  to mitigate it. Weather deri=
vatives have become one of the key tools  industries as wide ranging as uti=
lities, airlines, agriculture have  at hand to offset risks associated with=
 temperature and precipitation.  So how do you take advantage of this new m=
arket  in weather trading that has emerged in Europe? What key issues do  y=
ou have to be aware of to mitigate your operational and trading  risks thro=
ugh weather? Amsterdam will be the place for traders,  marketers, exchanges=
, brokers, and executives powering the weather  trading industry to network=
 with each other.     Speakers at this event will include:  Aquila, Systeia=
 Capital Management, Mirant,  LIFFE, Element Re, Entergy-Koch Trading, Risk=
 Management  Solutions, Centrica, Utilicorp, weatherXchange,  Aon Capital M=
arkets and many  more ...  Click a link to find out more: [IMAGE]  [IMAGE] =
 [IMAGE]  [IMAGE]      =09 [IMAGE]    UBS Warburg estimates that  profits f=
rom European power trading alone will top $2.4 billion in 2002  Add natural=
 gas and oil and you're looking at a  huge pot of pure profit, only availab=
le to those companies that  know how to best take advantage of the rise of =
deregulation and  online trading in the European market.   Now in its 3rd y=
ear, this is THE conference where  the European Energy Industry talks about=
 the business of energy  trading. Case studies from traders, brokers, onlin=
e exchanges and  energy companies to help you stay at the forefront of the =
exploding  energy trading market.     Speakers at this event will include: =
 Dynegy, Altra Energy, OM Group, Powergen, Bergen-Energi,  Amsterdam Power =
Exchange, RWE Trading, ENDESA, The Utilities  Exchange, TXU, SchlumbergerSe=
ma and many  more ...  Click a link to find out more: [IMAGE]  [IMAGE]  [IM=
AGE]  [IMAGE]      =09 [IMAGE]    ""Carbon  credits represent a significant =
asset that companies ignore at their  peril"" Jonathan Johns, Ernst & Young =
 Emission trading options are ripe  for the picking - but how can you make =
sure you're ready to profit  from GHG? Let's face it - you really can't aff=
ord not to be, especially  as the World Bank has estimated demand in the in=
ternational GHG  trading system to be in the order of US$20 billion per ann=
um  by 2010.  Eyeforenergy is delighted to bring  you this event which will=
 focus on how you can best seize this exciting  new market opportunity.    =
 Speakers at this event will include:  BP, European Commission, Shell, Amer=
ada Hess, Powergen,  RMS, Fortum, Natsource, RMC Group, EcoSecurities,  Rol=
ls Royce, KfW, Point Carbon, IETA, TransAlta,  UK Dept of Environment, and =
many  more ...  Click a link to find out more: [IMAGE]  [IMAGE]  [IMAGE]  [=
IMAGE]      =09
=09=09  ""Congratulations on a successful conference! I found it extremely  =
worthwhile. The structure and content were well-balanced, the organisation =
 tight, the venue first-class and the discussion, both in and out of the  c=
onference hall, interesting and valuable."" Ian French, Frost & Sullivan, Eu=
rope  All three events will take place at the Hotel Okura, Amsterdam on  th=
e 19-21 February 2002 Click here to visit  the information website for all =
three events     =09
=09=09   Sponsors:    [IMAGE]   [IMAGE]  [IMAGE]   [IMAGE]       Media Spon=
sors:   [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]  [IMA=
GE]  [IMAGE]  [IMAGE]  [IMAGE]  [IMAGE]     =09
=09=09(c) Eyeforenergy 2002 All enquiries regarding this email should be se=
"
1720,"Dear Vince

I am currently producing Risk 2001 Australia (Risk and EPRM magazines'
annual Australian derivatives and risk management congress) which is taking
place in Sydney on 20 & 21 August 2001. I understand that you spoke at our
Australian Energy Risk 2000 conference last year.

I have now put together the draft programme and I am at the stage of
inviting people to speak at the event in August. I would like to invite you
to speak at this year's congress and I attach a copy of the draft programme.
I particularly had in mind the presentation 'Case study: learning the
lessons of the Californian electricity crisis - could it happen here?' (talk
number 7 in stream three of the programme which focuses on pricing, trading
and risk management in the Australian energy markets). However, if there is
another topic that you would be more interested in presenting then please
let me know.

This year's event combines last year's Australian Energy Risk 2000 and Risk
2000 conferences to create Australia's most comprehensive risk management
and derivatives congress. This year the congress will also include two
one-day post conference seminars on 22 August. Should you require any
further information about the programme or the event generally, please don't
hesitate to contact me either by telephone on +44 20 7484 9866 or by email
"
1721,"I know, Zimin. It was/is an honest mistake, and I am hurting from it. It does seem that things have worked out, and that the issue has been resolved with Larry May and John Griffith. Additionally, I have been in touch with Jeremy Wong to ask that the ERMS coding be updated, and have been in communication with Eric Moon (Gas Structuring) to make sure that the structurers are aware of the changes made. Eric told me that they have always used the OSTRIP function for fixed price options in the manner which is correct by the documentation.
 
Paulo suggested that I find out if there are any power traders who use the function and alert them. I asked Alex but he didn't know of anyone. I also talked to Iris, but she didn't know of anyone either, although she did say that they have priced strips on the power desk before. Would you know of anyone who uses this function on the power desks, so that I might contact them? Thanks.
 
Tom
 
PS I trust the conference (and Paris) are treating you well.

"
1722,"

"
1723,"
Title: European Gas: The New Negotiating Climate
URL(s):

http://www20.cera.com/eprofile?u=35&m=2780;


***********************************************************************

In a November 6, 2001, CERA conference call and Web Presentation, Simon Blakey
and Michael Stoppard discussed

*  The outlook for prices and current pressures on prices

*  Norwegian gas post-GFU

*  The search for spot market liquidity

*  Spot prices versus contract prices--the reemerging arbitrage?

Please follow the above URL to view and listen to this CERA conference call
playback. When the Premiere Conferencing PlaceWare window opens, simply enter
your name and click the ""View"" button. A ""recording key code"" is not required.

Hosted by Premiere Conferencing.

**end**



E-mail Category: Conference Call Playback
CERA Knowledge Area(s): European Gas


***********************************************************************
***********************************************************************
CERA's Autumn 2001 Roundtable event dates and agendas
are now available at http://www20.cera.com/event
***********************************************************************


To make changes to your cera.com profile go to:
http://www20.cera.com/client/updateaccount

Forgot your username and password? Go to:
http://www20.cera.com/client/forgot

This electronic message and attachments, if any, contain information
from Cambridge Energy Research Associates, Inc. (CERA) which is
confidential and may be privileged. Unauthorized disclosure, copying,
distribution or use of the contents of this message or any attachments,
in whole or in part, is strictly prohibited.
Terms of Use: http://www20.cera.com/tos
"
1724,"Ben and I have been discussing the possibility of getting more dedicated 
support from Houston on our project.  We are wondering what the possibility 
is of having either Amitava or Vasant come over for 8 - 12 weeks to help get 
things jumpstarted on the the credit scoring and modeling front as well as 
provide some guidance on the CLO part of the business and potentially hiring 
an additional  full time resource.  If there is any possibility, it would be 
hugely valuable given the long lead times to get someone from the City in and 
integrated in addition to the significant cost.

Let me know your thoughts

bs"
1725,"We have established a set of power volatility curves down to the EFA/monthly 
level of detail that can be marked to market up to 6 years out.  Beyond this, 
the volatility decays to what we understand to be the long-term level for 
power volatility, given our understanding of the behaviour of forward prices 
over large time-scales.

The swaption traders can now fit the first 5-6 years of the volatility curve 
to the market-observed baseload swaption implied volatilities (typically 3 to 
12 months duration for the underlying swap) and then be in a good position to 
price other swaptions (including swaptions on individual EFA slots) 
consistent with the curve.  There may also be an impact on the daily VaR 
calculation.

An illustration of the current volatility curves is pasted below:-




These curves will be reset as the market moves, and allow a mark-to-market 
approach to be followed for our volatility book.  The spreadsheet model is 
saved in T:\READWRTE\ELEC_UK\MODELS\VOLCURVEGENERATORNEW.XLS and also 
attached below for Houston staff to review.




[Stinson - I'd be grateful if you could offer an opinion/audit to ensure that 
I haven't missed anything, thanks.]

Regards,

Anjam 
x35383"
1726,"Bryan,

We shall be glad to  take a look at the system. To sign - off on the vendor 
provided system we
have to look under the hood and review the algorithms. I hope the vendor will 
have no objections to it.

Another critical issue we have to solve on a short notice is to integrate the 
system you want to buy
with the rest of VaR/credit systems. We shall stand by to help in this 
endeavor.

An alternative approach is to evaluate to what extent your positions can be 
rolled into the existing risk systems.


Vince






Bryan Seyfried
11/10/2000 03:20 AM
"
1727,"Hello Vince ,
We will be doing a session of Avistar Training on Thursday , Dec. 7th.
The scheduled time is 2:45 p.m. at your location on 32nd floor.




Vince J Kaminski
11/02/2000 02:58 PM
"
1728,"Wicke,
Thanks for a prompt reply. I am not planning any particular trip to Houston
yet. For the time being, I am about to leave for London, and then Poland. I
will most likely be at the Olympics in Sydney in late September, and in NY
in early October. Mid-October could be the first realistic opportunity to
visit with Enron, although I am looking forward to seeing you sooner in Palo
Alto. I am simply curious whether and how we could leverage together core
competencies and connectivity that both our companies seem to have or are
developing.

I am Senior Vice President for Visa USA, responsible for strategy and
planning. I would probably bring with me (though I haven't discuss it yet)
people in charge of our network or/and our COO.
Best,
Andrzej

"
1729,"Shirley,
Please, enroll me in this organization.

 Vince
"
1730,"Vince, 

the email attached below is describes the individuals in RAC who will take on country risk analysis responsibilities within RAC with the intent of reviewing countries on a more frequent basis and recommending changes to E-ratings should conditions warrant.   The list of 30 countries upon which more frequent analysis is required is below.  We have offered to help with the more frequent review.   

-- Gwyn

RAC Priority List of Countries - Eratings Reviews

1	Argentina	
2	Bolivia	
3	Brazil	
4	Canada	
5	China	
6	Colombia	
7	Dom. Republic	
8	England	
9	Germany	
10	Guam	
11	Guatemala	
12	Hungary	
13	India	
14	Indonesia	
15	Italy	
16	Jamaica	
17	Japan	
18	Mexico	
19	Nicaragua	
20	Palestine	
21	Panama	
22	Philippines	
23	Poland	
24	Puerto Rico	
25	S. Korea	
26	Sweden	
27	Switzerland	
28	Turkey	
29	UAE (United Arab Emirates)	
30	Venezuela	


 
 "
1731,"Hello Vince,

Thank you very much for forwarding the message.  I hope all is well with
you!

Regards,

Heather


"
1732,"Marshall,

Sorry for a delay in responding to you.
My HR people were asked to get in touch with you re
the candidates.

Vince





"
1733,"Hi Vince,

Thank you for your offer to bring Jacob back for another interview.  Yes, if it is not too much trouble, I would like to talk with him.  I was sorry I had to be out of town last week when he was in the office.  Thanks, just let me know when you would like me to be available.  

Kim.

 "
1734,"FYI

Vince

P.S. Charlene, I am in London till Wednesday. If you have any questions you 
can contact Stinson Gibner
X3-4748.
"
1735,"Elizabeth:
 We have yet another candidate Allen Humbolt who we want to interview. His 
skills seem to match our requirements very well. We appreciate your help in 
setting up interviews for him with the following people:

Vince Kaminski
Stinson Gibner
Grant Masson
Vasant Shanbhogue
Ronnie Chahal
Osman Sezgen
John Henderson (EES) 
Anoush Farhangi
and myself.

Thanks,
Krishna."
1736,"Stinson,

Do you know anything about it?

Vince

"
1737,"FYI. I shall not be surprised if Grant knock on our door again in a few weeks.
I told him he could not count on the same generous treatment
he got the first time.

Vince

"
1738,"Brian,

No problem.

Vince





"
1739,"Frank,

Thanks. I have given your name to the employee  Energy and Power Risk 
Management
magazine who organizes Power2001 Conference in Houston (May of 2001).


Vince





"
1740,"Carol,

Congratulations.

Vince





	Carol Coats
	10/12/2000 04:56 PM
	
"
1741,"Ryszard Domanski
Zgrupowania Zmija 23 m. 22
Warszawa
Wyzsza Szkola Handlu i Finansow Miedzynarodowych
03-972 Warszawa, Alzacka 15a
Phone : 011 48 22 639 7907 (h)
 011 48 601 302 714 (c)
Fax   : 011 48 22 616 2920
"
1742,"Eugenio,

Thanks for the invitation. Can we reschedule the dinner?

I shall be in San Antonio on Friday.

Vince




"
1743,"Shirley,

Yes. It's really nice.

Vince





Shirley Crenshaw
07/24/2000 12:32 PM
"
1744,"Cindy,

October 11 would work for me. This is the date of my visit to Austin  to make 
a presentation Ehud's MBA class.
If you need me to go to Austin an a different day, please, let me know. I 
shall be glad to help you, my schedule
permitting.

Vince






Cindy Justice
07/05/2000 03:51 PM
"
1745,"Lucie,

Yes, I have received the package.

Vince





"
1746,"Michael,

Can you, please, provide this information.
Let me take a look at it before it's released.

Thanks.

Vince

"
1747,"Shirley,

Any conflict?

Vince
"
1748,"Jeff,

I cannot interview Howard on Tue (business trip).
I think the organization is very interested in him.

I don't know what  ""illicts your attention"" means.

Vince




"
1749,"

 "
1750,"Sam,
 
Either later today or tomorrow.
 
Vince
"
1751,"Anne,

For the time being it's fine. She will soon become an associate.

Vince


 "
1752,"Mike,

We discussed United Way last Thursday when you were on the 32nd floor
monitoring the hurricane.

Vince

 "
1753,"Maureen,


OK. Pease, set up a meeting.

VInce

 "
1754,"Shawn,

Let's meet  on Wednesday, next week at noon.


Vince


 "
1755,"
"
1756,"FYI

Vince
"
1757,"Pam,

The last group.
Please, let me know if any name is missing.




Grade: A



Thanks a lot. It was a pleasure working with you.

Vince Kaminski"
1758,"Gwyn,

No problem. Feel free to take time off  to study and treat it as work at
home. You can also expense the costs releated to the exam and the prep
course.

Vince

 "
1759,"

 "
1760,"Bill, 

I shall wait for you in my room after 6. Please, give me a call when you arrive.
My cell phone number is 713 410 5396. We can go out and find
a place to have dinner.

Vince

 "
1761,"

 "
1762,"Hello Nick:

I agree  e-mail is much easier.

There is a two-hour time difference between Calif and Texas, i.e., 1:00 pm 
Texas Time - 11:00 am Calif time.

Would tomorrow at 11:00 am Calif time be ok with you (1:00 pm Texas)?  
This time is fine for Vince, Tom Gros and Stinson Gibner.

Can they call you and if so, what number?

Please let me know.

Thanks!

Shirley
713-853-5290



 




"
1763,"Dear Professor Shreve,

Thank you for your message. I shall be glad to make a presentation at
Carnegie Mellon. I am discussing with Pierre Ste-Marie possible dates and it
seems at this point that November the 3rd would be the most convenient day.

November the 10th is an alternative date, but I need a few more days to make
a commitment.


Look forward to meeting you.


Vince Kaminski"
1764,"Find attached the MC model for Talon. A copy of this spreadsheet may be found 
on o:\research\custom\projects\talon\

Paulo Issler"
1765,"Hi Jeff,

No problem.  As soon as we have an agreement in place,
I shall start working with you.

Vince





"
1766,"Amitava,

Can you schedule a brainstorming session with Vasant, Tanya, Rakesh, myself
and Ben (if possible)? 

What about the trip on Monday. Has it been scheduled?


Vince





"
1767,"Molly,

It would be Tanya.

Vince


   
	Enron North America Corp.
	
	From:  Molly Magee                           11/09/2000 04:40 PM
	

"
1768,"Shirley,

I have asked Stinson to attend.

Vince

"
1769,"Shmuel,

This is the abstract  for  my presentation on the 23rd of October.
I am in London and Paris this week. I can be reached at my 
"
1770,"Aram Sogomonian

Phone: (503) 813 5754 (w)
           5608 (w) 
 (503) 701 6692 (c)
 
 (503) 675 1658 (h)

 
"
1771,"Shirley,

Please, send our logo to Debra.

Vince

"
1772,"Dillard, Barbara
Enron
150 North Michigan (and Randolph)
Suite  3064
Chicago

Phone: (312) 541 1232
Pager: (800) 917 0654"
1773,"Anjam,

Thanks.

Vince





"
1774,"Frank,

We shall be glad to meet you in Houston. I am sure that we can find many=20
interesting
topics to discuss

We can pay for your trip to Houston. I shall call you next week to discuss=
=20
the details.

Vince





"
1775,"FYI

Vince
"
1776,"FYI

Vince
"
1777,"Molly,

Thanks for the update. Two points.

Please, let Neil McGregor know that many possible proposals were floated
with regard to Anshuman and there was some noise in the system.
We need L1 visa anyway and we decided to go ahead an arrange it.
I shall also write to him and explain the confusion.

Also, if I have the choice between upsetting Neil or Jeffs (Shankman and 
Skilling),
I shall choose Neil.

Vince




   
	Enron North America Corp.
	
	From:  Molly Magee                           01/24/2001 10:13 AM
	

"
1778,"First, the Annual Report of the year, and now, this.  And I thought 
"
1779,"FYI
"
1780,"I want to keep my subscription current.
"
1781,"To respond to the needs of our customers the following management 
appointments are effective immediately:

Alan Stringer, EHS Director based in London will be responsible for European 
/ Asia / India Regions.  Alan  will continue to report to myself and Brian 
Stanley (based in London).   Bal Wong EHS Manager based in Guam will report 
to Alan.   Alan  and Bal form a great team.  Both have extensive experience 
in undertaking and providing support for Environmental Due Diligence projects 
throughout the world for the past ten years for various blue chips, lawyers, 
banks and venture capital companies averaging several billion dollars worth 
of assets reviewed each year for the past 5 years.  Both can provide an 
extensive depth of knowledge as internal consultants in assessing 
environmental health and safety risk and supporting development of risk 
mitigation measures that can be applied in the sale and purchase agreements 
and contracts.  Both have impressive experience in remediation technology.  

 
Attached is a flow chart for environmental and social due diligence that 
shows our organization and responsibilities.  




Henry Van
General Manager, EH&S
Asset Operations"
1782,"I agree that we need to rework the copy, especially since the gas market is 
blowing up.



	Karen Denne
	12/04/2000 12:33 PM
		
"
1783,"I made a couple of suggestions on slide 17: a wording change in the first 
bullet and I dropped ECT from the example list -- I think the EES and EBS 
examples are more alike and make the point more cleanly.

I think showing the ranges for MDs on slides 14 and 19 is fine.

I didn't see a reference to the possibility of an EMD level.  I think that's 
probably OK -- Jeff can still speak to it if he wants to when he discusses 
the ranges in the MD level.

"
1784,"Attached is the revised version of our Enron comments memo on the House 
electricity restructuring bill.  Please disregard the version that was 
e-mailed to you from Cynthia Sandherr on December 15th.  I will be arranging 
a conference call shortly to finalize the document.  Thanks.
"
1785,"Folks:

Here is a rewrite of the power point presentation referenced in the previous 
note.  Again, please keep confidential and do not distribute.  It's the copy 
that Hertzberg used to present to his caucus.Thanks.

Best,
Jeff

P.S.  Our numbers show that noncore for Edison would be about 30% of load; 
Hertzberg has it at about 20%.
"
1786,"fyi
"
1787," <<Vice Chairs Column 05 22 01.doc>>

Richard Costigan, III
Chief of Staff
Office of the Assembly Republican Leader
California State Assembly
Phone:(916) 319-2005




 - Vice Chairs Column 05 22 01.doc"
1788,"FYI




"
1789,"Rosalee:
Thanks very much for helping arrange the meetings.  Here is the list thus 
far.  There may be additions.  I've also suggested dates for the meetings.

May 3rd in Sacramento (after the meeting with David Freeman):

Governor Davis (he spends a lot of time in Los Angeles and you may find that 
he prefers to meet there).
House Speaker Robert Hertzberg
House Republican member John Campbell (Republican's point person on energy 
issues)
House Minority Leader David Cox
Senate Majority Leader John Burton
Senate Minority Leader Jim Brulte

May 4th--Morning, in Los Angeles
John Bryson, CEO Edison International
Governor Davis (unless the meeting occurs on the 3rd in Sacramento)

May 4th--Afternoon, in San Francisco
Bob Glynn, CEO PG&E

Joseph Alamo from our office will provide you with the phone numbers for John 
Campbell, David Cox, John Burton, and Jim Brulte.  I assume that your office 
has the numbers for John Bryson and Bob Glynn.  If you do not have the 
numbers, let me know and I will get them for you.  Thanks again for your help.

Best,
Jeff




	Rosalee Fleming
	04/25/2001 03:09 PM
		
"
1790,Steve  Here  are my slides  and  a copy of  the  text  regards  Margaret
1791,"Steve, fyi 
"
1792,"Attached is a revised draft of the Committee memo.  This draft includes John 
Sherriff's A/A PRC membership 
(which I neglected to include on the previous draft).

"
