,mail_content
770,"The attached press release was issued at Noon today.

(See attached file: Greenfield Expansion Release.doc)


 - Greenfield Expansion Release.doc"
771,"The Dabhol Task Force will have an additional call this week on Friday 
morning.  The purpose is to provide an update primarily on the legal issues.  
The dial in numbers are the same as the regular Monday call:
8:00 am - Houston Time
Domestic Number: 800-991-9019
International Number: 847-619-8039
Passcode: 6530874#"
772,"Tomorrow is the first Thursday of the month and time for the Bayou City
Tigers to meet. Join us at Arcadoro's from 6:00 PM to 7:30 PM to socialize
with other Mizzou grads. The food is great and the company cannot be beat!
The address is 5000 Westheimer. This is the corner of Westheimer and Post
Oak (the NW corner of the intersection). It is located below Morton's
Steakhouse and valet parking is complementary.

If you need further directions or have any questions about our get
together, please feel free to check out the web site at
http://users.netropolis.net/bayoucitytigers/ where you can locate
information on our chapter and its activities.

The Bayou City Tigers will have a new location for Casual Conversations in
January and a different day of the month. A Founder's Day celebration in
February in concert with a Watch Party. We want to invite prospective new
Mizzou students as well. If you need information, please feel free to call
any of the Board of Directors (phone numbers are on the web site) or email
me. We will do a mailer as well but ask for your help in calling all of
the alumni in our area to get the word out.

A suggestion or feedback is always welcome. Hope to see you Thursday.

Bob Hanson, BSBA '75
"
773,"Good morning Ken,
Just wanted to take a moment to thank you for being the ""Honorary Chair"" for 
"
774,"Hi, Ken,

Nice to see you again this morning in the lobby.  It's always a pleasure to 
enjoy your courtesy.  

Three years ago, you helped me get into Enron.  I am still immensely 
grateful.  It has been a fabulous experience.  Now, Azurix is releasing me;  
my last day is 31 DEC 2000.  I'm looking for a new position at Enron.  
Barring that, I take a standard severance package on 01 JAN 2001 and go 
overboard.  I'm taking the typical aggressive Enron approach to networking, 
so if you are aware of something, I'd appreciate knowing.  I'll be over to 
see Stan Horton this afternoon at 16:00.  

I've continued to hone my skills, and provide leadership and creativity in 
difficult circumstances.  
I know Enron is changing.  I'm willing to change (and learn!) with it.  
There's a lot I can do for Enron.  I'd just like to have a shot at it.  

Hope the holidays are joyous and safe for you and Linda and your entire 
family.

Best regards,

J. Paul
6-8304"
775,"Call me if you have any questions,  713-851-2576.
 - arena cover memo.doc
 - Arena Campaign Plan Executive Summary.doc
 - Arena Campaign Budget Draft One, 2000.doc"
776,"I wanted to provide you an update on where we stand related to several recent 
contribution requests.

Tom Delay's Request -- We did fulfill the $10,000 request that came to us 
from Tom and Christine Delay for the Fort Bend Child Advocates.  In addition, 
we've arranged with Heather for your family's foundation to match Enron's 
gift.  I spoke directly with Christine Delay several times and they are very 
appreciative of the gifts and our efforts to correct the initial oversight.

YMCA --  I've had multiple conversations with Heather about a combined 
Enron/Lay Family contribution to the YMCA.  According to Heather, you and 
Linda have agreed to contribute $500,000 and ask that Enron match.  We are, 
of course, willing to do that.  I am scheduling a meeting with Bill Phillips 
of the YMCA to discuss the gift.  We will be talking to him about naming 
opportunities as well as the YMCA's consideration of extending services to 
Enron employees at the downtown YMCA, as well as outlying facilities.  (FYI:  
The downtown YMCA recently chose to cancel the agreement we'd had with them 
allowing Body Shop members to utilize the facility.)

Other Capital Campaigns -- We are currently evaluating several other capital 
contribution requests.  Each is outlined below.  We are proceeding in several 
ways.  First, I am scheduling a meeting with Marty Sunde to discuss EES's 
interest in pursuing energy service agreements with these not-for-profit 
institutions.  As you know, EES is focusing its current efforts on much 
larger scale energy portfolios.  Secondly, I am working to evaluate these 
requests based on the leveraging opportunities associated with each.  
Finally, we want to be equitable in our giving to these local campaigns as 
well as consistent in our giving philosophy.  We are working to balance these 
requests relative to each other and to our goal to transfer dollars away from 
multi-year gifts toward programs.

Texas Heart Institute -- I had breakfast yesterday with Bob Devlin, Dr. 
Denton Cooley, Jack Doherty and Meredith Long.  They shared with me plans for 
a new Texas Heart Institute building in the Medical Center.  (The building 
will bear a striking resemblance to our buildings -- oval in shape and bluish 
glass.)  They are conducting a $75 million campaign -- $42 million to build 
and equip the building and $33 million to sustain programs in research and 
education.  They are requesting $1 million from Enron and will allow us to 
specify how the gift is spent.  American General and Shell Oil Foundation 
have each contributed $1 million

Baylor College of Medicine -- Amy Lee and I had lunch last week with several 
folks from Baylor.  They are in the midst of a campaign to fund their many 
programs in research and education.  We discussed opportunities to expand our 
existing medical-based literacy program - Prescription for Reading.  They 
also outlined for us numerous other sponsorship opportunities.  No specific 
dollar amount was requested.  While several pharmaceutical companies have 
contributed in the $500,000 to $1 million range, most of our local peers are 
within the $100,000 to $500,000 range.

University of Houston - MD Anderson Library and the Honors College -- As you 
know, the University is requesting $500,000 from Enron over 5 years to 
support renovation of the library.  Since our call with Harriet Latimer, I've 
conducted some research to determine what other local corporations are 
contributing.  Currently, no companies have made a financial commitment.  In 
fact, only Compaq and Shell have committed at all with in-kind 
contributions.  While I am confident that we will support this in some way, I 
am particularly interested in speaking with Steve Barth and Chet Gladchuck at 
the University to determine if the library could be rolled into the energy 
services agreement we are currently evaluating with the University's athletic 
department.

On a separate note, you'd forwarded to me a request from the University to 
fund a publication ""The Future of International Education:  Directions & 
Opportunities.""  Elyse Kalmans discussed this with her contacts at U of H.  
They indicated that this was not a high priority for them and would rather 
have Enron commit its resources to other University endeavors, such as the 
library.  We have chosen to decline this request.

I apologize for the length of this memo.  However, I did want to keep you 
updated on the status of these various requests.  I will present 
recommendations to you on each of these pending requests in the coming 
weeks.  In the meantime, if you have any questions or comments, please 
contact me. 
"
777,"Dear Friends, Family and Wedding Party,
I am attaching a tentative itinerary for the wedding
weekend. Some of the times for transportation and hair
appointments may change as we finalize the schedules,
but for the most part, this should help you plan your
weekend.
We do not have a golf outing planned but I am assured
the Four Seasons and Hilton can help arrange golf
groups for wedding guests.
Please do not hesitate to contact me if you have any
questions!
All our love,
Liz and Jose Luis

__________________________________________________
Do You Yahoo!?
Send instant messages & get email alerts with Yahoo! Messenger.
http://im.yahoo.com/
 - Itinerary of Events.doc"
778,"Dear Dad and Mark,
I am attaching the first draft of my resume in hopes
that you may be able to provide suggestions on making
it even better. Also, if you have any ideas on
contacts in Miami for work, that would be great. I am
going to routes in looking for a job, one money, one
love. The money route will be with a law firm or
preferrably a company looking of counsel for
government relations, energy background, etc.  The
second track will be on the more dolphin hugging side
such as marine conservation groups.
Let me know you thoughts.
I love you both,
Liz Vittor

__________________________________________________
Do You Yahoo!?
Send instant messages with Yahoo! Messenger.
http://im.yahoo.com/
 - ELIZABETH A.doc"
779,"Rosalee,
Apparently the format was wrong on the first copy, can
you print this out for Dad.
Thanks,
Liz

__________________________________________________
Do You Yahoo!?
Send instant messages with Yahoo! Messenger.
http://im.yahoo.com/
 - KS Format Changes.doc"
780,"
   corp_logo.gif (4229 bytes)         Roundarch Building Blocks Newsletter =
Issue 3, January 2002   Contents Who We Are  CRM Talk Back  Did You Know?  =
In This Issue: Content Management and its importance to your Portal Strateg=
y    What is Content Management?   5 Challenges to Content Management Imple=
mentation   10 Problems in Existing Enterprises that Content Management App=
lications Can Resolve   5 Things to Ask Vendors When Selecting a Content Ma=
nagement Product   Critical Steps to Developing Your Content Management Sol=
ution   The Bottom Line: Content Management Value Propositions   Problem So=
lved: Content Management in Enterprise Portal Case Studies   Roundarch Webs=
ite Polling Stats  Homework: Books and Links of Interest  What's Going On: =
Events and Conferences   Roundarch Contact Information      Who We Are Roun=
darch helps organizations realize superior financial results by designing, =
building, and supporting profitable customer relationships. As the world's =
first Customer Relationship Architects, Roundarch combines strategy, market=
ing, and technology professionals with formalized assets that truly jump-st=
art and accelerate the solution development process. Roundarch's unique Sta=
rtAhead? approach reduces the time and risk of implementing a customer rela=
tionship solution by pre-selecting and pre-integrating market leading ideas=
, technologies and specialists. Founded by marketing and systems integratio=
n leaders WPP Group (NASDAQ: WPPGY), Deloitte Consulting, and BroadVision (=
NASDAQ: BVSN), Roundarch is equipped with best of breed consulting skills, =
agency expertise, and technology know-how.    CRM Talk Back Lessons Learned=
 - Holiday Shopping on the Net 2001  This year I decided to purchase all of=
 my Holiday gifts on the Internet - even down to the wrapping paper and tap=
e.  By using sites that offered free shipping or deep discounts I was able =
to save over $100 dollars by not paying sales tax and I got to avoid the ma=
lls.  The following represents my Top Ten Observations:  Be prepared to tur=
n your home into a warehouse! I ordered over 20 items from Amazon that resu=
lted in 12 large boxes.  Why does Barbie need her own box that could easily=
 hold a DVD player?   Consolidating orders could work for me, even if it me=
ant a slight delay in arrival. Pet peeve number 1 - After many hours of ""br=
owsing"" items and comparing prices, I settled on an item.   Three days late=
r I received an email saying that the item was out of stock.   This reminde=
d me of retail bait and switch tactics.  If you don't have the product, tak=
e it off your site! Pet peeve number 2 - Customer service representatives w=
ho don't have information about your online order.   If you are going to se=
ll online you need to service your online customers.   The days of being ab=
le to say - ""I will research this and get back to you"" are over.  Companies=
 need to empower their front line personnel with data.   It's too easy for =
me just to place my next order with the competition. Pet peeve number 3 - L=
et me track my package.  Those sites that do not allow tracking of orders c=
ost company more money.  It means you had to place numerous calls to their =
service department to check on delivery status. Pet peeve number 4 - Shoppi=
ng carts that ""lock up"".  When this happens I not only abandon my order, I =
abandon doing business with the company. Great stuff number 1 - After placi=
ng an order some companies sent me an email with a discount gift certificat=
e to use on my next order.  This ""25%"" sent me rushing back to the site, wh=
ich built customer loyalty. Great stuff number 2 - Payal.  When buying on e=
Bay, this service allows you to email funds directly to the seller.  No mon=
ey order, no checks, and the funds can come right out of your checking or s=
aving accounts.  It's a great way to do business and it's free. Great stuff=
 number 3 - There are a few things that really stand out on some sites.  He=
re they are:   Allowing the customer to ""search"" the site - seems so simple=
 - but not everyone has the capability.  Pre-filled forms.  When I go back =
to a site to place another order it's great when my shipping and billing in=
formation is already there.   It saves me time and also increases my loyalt=
y. Great stuff number 4 - Comparison-shopping for price.  Sites like mysimo=
n.com and cnet.com allowed me to find the best deals.  The price and shippi=
ng rates differ in such a big way from company to company - a great tool es=
pecially for electronics. Internet shopping has come a long way.  Those com=
panies that make it easy to do business with them have a great advantage.  =
However, that advantage is quickly lost when the user experience comes up s=
hort in the service area.  Companies that respond to emails, and can answer=
 customer questions over the phone help to bridge the gap between the expec=
tations of the customer and the experience the customer has.  As companies =
strive to create their brand and the need to ""arm"" their sites and customer=
 service organization with best of breed technology becomes critical.  I wi=
ll gladly spend my money with the company but they have to give me a reason=
 to not spend it with their  competitor.  What was the last Internet custom=
er service experience you had?  Did the company go out of its way to satisf=
y you? Or was it just the opposite? We want to hear from you.  Please email=
"
781,"
The esprit de corps among Enron's overseas  employees contributed to its initial success.  And at  home!"
782,"Good Afternoon!
It's Friday, January 18, 2002.
May your Martin Luther King Jr. Day (0/21/02) be filled with peace.

Today's news awaits...!


>>WHAT IS HOWARD TALKING ABOUT TODAY?

>Alumna, Author to Visit the HUB (Today, 4 p.m.)
Monique Greenwood former editor-in-chief of Essence magazine and Howard
alumna will visit the HUB to sign copies of
her new book, ""Having What Matters"" today, Jan. 18  from 4-6 p.m.  Jesse
Jackson, Jr. will discuss and sign copies of
his new book, ""A More Perfect Union,"" on Jan. 29 from 12:30-2:30 p.m.
C-SPAN 2/Book TV will cover a discussion and
signing with Henry N. Drewry, author of ""Stand and Prosper: Black Colleges
and Their Students,"" on Jan. 24 at 3:30 p.m.
For more information, visit the HUB web sit at
http://www.bookstore.howard.edu.

>Wealth Building Series Begins with Credit Workshop (Saturday, 8:30 a.m.)
The Washington, D.C., Chapter of the National Black MBA Association and the
Howard University School of
Business announce the 2002 WEALTH BUILDING SERIES, five one-day workshops on
Saturdays in 2002.
On-site credit card registration ($25) is now available for the first of the
series, ""Building and Maintaining Good Credit,""
on Saturday, Jan. 19, at 8:30 a.m. in the Howard University School of
Business.  Lunch will be included, and product
and service providers will provide free consulting, information, giveaways,
and MORE at each workshop.
For more information, call 202-638-0138.

>Hospital Hosts Healthy King Day Observance (Monday, 9 a.m.)
Howard University Hospital, Miles Memorial CME Church, Florida Avenue
Baptist Church, Washington
Metropolitan Ministerium and WETA invite all members of the Howard
University community to a
Martin Luther King Jr. Observance on Monday, Jan. 21, from 9 a.m. to noon at
Howard University
Hospital.  The observance centers around ""Faith into Action,"" a health
seminar for adults (""accessing health
care resources"") and youth (""health careers in medicine, radiation
technology, nursing and respiratory
therapy"").  Continental breakfast and lunch will be provided.  Free parking
is available at the Hospital's
Fifth Street entrance.  To register, call 202-865-1587.

>Continuing Education Offering Online Courses
Howard University Continuing Education  is pleased to announce its
partnership with Active Education, a desktop
applications training manual provider,  to offer online computer courses
and/or printed guidelines for topics to enhance
your career.  Courses offered include: MS Word,  MS  Excel,  MS Access, MS
Photodraw, MS  PowerPoint, and MS Outlook.
Programming Courses include:  C#, XML, ASP, Java and HTML (introductory,
intermediate and advanced). E-Business
technology courses include: E-Biz Complete IT Solutions, E-Biz Builder.
Please visit the ActiveEd/Howard University web site
at http://www.activeed.com/howard_university.


>>WHAT ELSE IS HOWARD TALKING ABOUT TODAY?

>-Department has ""Keeping the Faith"" Covered		(01/24/02)

>-Clinical Research Seminars Scheduled			(01/25/02)

>-U.S. Postal Internships Offered				(01/31/02)

>-Udall Scholarships Offered 				(DEADLINE:
01/31/02)

>-Jordan Scholars Program Seeks Applicants 		(02/15/02)

>-Pickering Fellowship Deadlines Set			(02/22/02)

>-Health Care Quality Fellowship Offered

>-Howard is Site of Health Management Fellowship

>-Stokes Library Announces Database Trials

>-IMPORTANT NOTICE FOR RESEARCHERS


For more Howard University news and information:
http://www.howard.edu/newsevents/campushappenings


"
783,"To:  	Mr. Richard Parsons (Chairman, Development Committee) - FYI
	Dr. Kenneth Lay (phone)
	Mr. Robert Lumpkins (phone)

Copy:	Ms. Cynthia Panapoulos
	Ms. Roslee Fleming
	Ms. Patty Vanderlin

In preparation for the Development Committee Meeting at 3:00 p.m. - the
attached documents are forwarded to your attention.  This is the first
installment of a two-part email.  Four documents will be forwarded in the
second email.  Please note that the first document in this email provides a
table of contents for proper ordering of the materials.

 "
784,"As promised, I have attached for your records and files the 2001-2002 United
Way Board Roster.  Our United Way is committed to maintaining the privacy
(phone numbers and addresses) of our members.  Please know, this roster is
shared only with members of our board.

		 <<botintl01.doc>>

Administrative Coordinator - President's Office
United Way of the Texas Gulf Coast
2200 North Loop West  (77018)
Phone: 713-685-2764
Fax: 713-685-5556
"
785,"I just wanted to let you know that if there is anything I can do to help I am more than willing to do it.  These are difficult times and I am doing alot of floor meetings and table talks with the employees.  They clearly do not understand how we got into this situation and just want some face time with Management.  With the exception of NEPCO our fourth quarter looks good.  I have uncovered alot of issues with NEPCO that I do not think anyone knew existed.  I'll know more Friday after a businnes/budget review session.

Please let me know if I can help.

Stan"
786,"Mr. Lay:

	Pug asked me to forward the attached document for your review.  If
you have any questions, please do not hesitate to contact me.

Many thanks -

Beth Malsbury
Capricorn Management, G.P.
203-861-6600
203-861-6671 (fax)


 - Statement by Ken Lay.doc "
787,"You and all of Enron are in our prayers.  If I can I'd like to share a verse that found its way to me during my morning prayer time.  I hope it blesses you as well.

Psalm 121 (1-3)  I lift up my eyes to the hills where does my help come from?  My help comes from the Lord, the Maker of heaven and earth.  He will not let my foot slip.  

I have prayed that God will stay close to your side and let you know that his works are most powerful when we need him the most.

God Bless
Cb


 "
788," <<Ken Lay Letter.doc>> A very rough draft...Take a look and let me know you
thoughts...We should include Sen. Hutchinson in the letter as soos as she is
confirmed...Thanks for all you help with securing Dec. 11...

Chip

 - Ken Lay Letter.doc "
789,"Please join the WPO Forum Meeting, on June 11, 2001, hosted by Walter Pye:

    Restaurant - Brennan's Houston - 3300 Smith Street - Map Room
    5:30pm     Cocktails
    6:00pm     Dinner

Please r.s.v.p. to me by return e-mail.

Thank you.

Walter


"
790,"Dear Ken:

These are very difficult times for all of us, but I know that you and those who work closest with you are under unbelievable pressure at this time.  It's difficult for all of us, but you and your staff need to know that you have a great deal of support within the company.  Since I started with EDC in 1996, I have often felt that this is the best job that I ever had.  In good times and not-so-good times, the work has been interesting, challenging and even fun!  Now that you are ""back"" many of us are more confident of the future -- even at this time when things appear to be so bleak.

Enron has treated me very well in the past, and although we face an uncertain future, I will continue to support the company and especially you.   Your gestures toward the employees are much appreciated.    I have always admired your kind and  respectful attitude toward all who work for Enron, never more than now.   You have been our best representative and our best supporter, not to mention what you have done for the city of Houston.  No matter what happens, I will always feel privileged to have been a part of this organization.

Most sincerely,

Nancy Muchmore
Enron Americas/Enron South America
333 Clay St., Suite 2100
Houston, Tx  77002
(713) 646-6197 (phone)
(713) 345-5352 (fax)






"
791,"Good Afternoon!
It's Wednesday, November 7, 2001.
Today's news awaits...!


>>WHAT IS HOWARD TALKING ABOUT TODAY?

	>Experts Offer Answers on Anthrax (11/08/01)
	All members of the entire Howard University community-students,
staff and faculty-- are invited
	to attend a forum on ""Anthrax and Other Biowarfare Agents, ""
Thursday, November 8 from 3-5 p.m.
	in the School of Business Auditorium  For more information,  visit
the ""Campus Happenings"" web site
	or contact Clyde Cash at 806-5770.


	>Free Dinner Theater Features Documentary on Bunche (11/13/01)
	Howard University's Ralph J. Bunche International Affairs Center and
the United Nations
	(Washington, D.C. Bureau) invite you to join them on November 13th
at 6:00 pm for a FREE
	screening of ""RALPH BUNCHE: AN AMERICAN ODYSSEY,"" including a free
light supper
	in honor of the work  of Dr. Ralph Bunche.   The event will be
screened in the Blackburn Center.
"
792,"Dyn Draft.  MEK

"
793,"LATEST

"
794,"Mr. Lay,

Just wanted to send you an e-mail to let you know how much I appreciate all you have done for Enron employees.  I guess I have been more sad thinking about what you must be going through.  Just know that many people love and respect you.

God bless you,

Rita"
795,"
Today, we announced plans to merge with Dynegy, a major player in the energy marketplace and one of our largest counterparties.  Dynegy is a great company with businesses very similar to our own.  We believe merging with Dynegy is the best option to preserve our core businesses that you've worked so hard to build.  Following are the major components of the transaction.

Deal Terms

--	The transaction will constitute a stock for stock exchange based on an exchange ratio of 0.2685 Dynegy shares for every Enron share.  For example, each 1,000 shares of Enron stock will be converted to 268 shares of Dynegy upon closing, plus cash for fractional shares, upon closing.
--	ChevronTexaco owns approximately 26 percent of Dynegy's outstanding common stock.  ChevronTexaco will invest $1.5 billion in Dynegy immediately and an additional $1 billion in Dynegy on closing of the merger.  Dynegy will immediately invest $1.5 billion in cash in Enron's Northern Natural Gas subsidiary in exchange for preferred stock in Northern Natural Gas.
--   Total outstanding shares of the combined company are expected to be approximately 700 million shares.
--   The transaction is subject to shareholder and regulatory approvals, and is expected to close late next year.

Enron will have immediate access to Dynegy's $1.5 billion cash investment in Enron's Northern Natural Gas subsidiary.

Management of Newly Formed Company

Chuck Watson will be chairman and CEO of the newly formed company, which will be called Dynegy Inc., and Steve Bergstrom will be president and COO.

I will continue to serve as chairman and CEO of Enron until the transaction closes.  I will not join the Dynegy Office of the Chairman.  Greg Whalley will continue to serve as president and COO of Enron until the transaction closes.  Then he will become an executive vice president of the new company and will join the Dynegy Office of the Chairman.  Mark Frevert will continue as vice chairman of Enron.

Management from Enron and Dynegy will work together to ensure a smooth, efficient integration.  The make-up of the integration team has not yet been determined.

The merger will be a long and complex process and is expected to close by the end of the third quarter 2002.  This merger will create an enormous growth engine, providing great opportunities for our employees, shareholders and customers.  As with any merger, some elimination of positions is almost inevitable, and one of our key tasks will be to identify the optimal structure of the new company.  We hope to be able to address any need for work force reductions through attrition and hiring reductions.  Clearly, we cannot rule out involuntary separation, but Dynegy is motivated to identify and retain the best talent from both organizations.  I promise you that I will do everything I can to make this transition as smooth as possible.

As I said in my video, this is a day like no other in our company's history.  We considered several options, but we believe that this merger with Dynegy is the best option to help rebuild investor and market confidence, strengthen our balance sheet and preserve our core businesses.

"
796,"Ken and Jeff:

Glen Darden, the President and CEO of Quicksilver Resources, Inc., is a longtime personal and professional friend of mine.  Recently, he has asked whether I would consider serving as an outside Director on the Board of Directors of Quicksilver.  Before meeting with Glen to discuss this further, I want to make sure that Enron does not have any objections.

Headquartered in Fort Worth, Texas, Quicksilver is a natural gas and crude oil production company engaged in the development and acquisition of long-lived producing natural gas and oil properties. Quicksilver began trading publicly in March of 1999 on the American Stock Exchange (KWK).  Quicksilver has a long standing business relationship with Enron.  Enron has historically entered into pre-pays and hedging transactions related to natural gas production and continues to do so today.  Enron (via JEDI) also provided some financing at the time of the merger of Quicksilver and Mercury Exploration and was a significant shareholder of Quicksilver at the time of its initial public offering.  I believe JEDI has since divested this stockholding.

If I were to serve on the board of Quicksilver, I expect that there will be related party transactions of a routine ongoing nature that would need to be disclosed and which I would need to abstain from voting on as a member of the board.  However, I do not feel there would be any material conflicts of interest as Quicksilver's core business is complementary to Enron, not competitive with Enron.  As a personal matter, it is an experience that would be beneficial and would provide valuable personal visibility in our industry.

I am scheduled to meet with Glen and others at Quicksilver later this month to further discuss this possibility.  Would each of you please let me know after due consideration whether you have any objection to or concern with the position.  Please do not hesitate to call me (x67713) if you have any questions or wish to discuss this further.

Thanks.

Jim Hughes"
797,"Mr. Lay

I understand that you have been a very busy man an probably did not read th=
e message below or someone probably screened it, deleted it, or dismissed i=
t. It is not to be dismissed. The hallowed ground that I spoke on below pla=
yed a major part in the success of the company. Less than one month after I=
 Identified this fact things have spiraled down even further.  Please take =
the time to consider the information below. Although a new face may run the=
 entity Enron the company exists through its original premise. A company th=
at you and all its employees help build. If at all possible I would like to=
 sit down and talk with you about my perception of the current situation an=
d things to come.=20

Respectfully David
 "
798," 
DYNEGY INVESTOR CALL
Monday, Nov. 12, 2001
8:00 a.m. Central
US: Call 888 603 9706
Int'l: 712 271 3359
Passcode: Dynegy

Call at least 10 minutes prior to the start of the call. 

Replay available until 6:00 p.m. Central, Friday, Nov. 16 at 888 568 0510 or via the web at www.dynegy.com <http://www.dynegy.com> ; click on Investor Relations
 

ENRON CORP. AUDIT COMMITTEE MEETING
Monday, Nov. 12, 2001
Expected to start between 4:30 or 5:00 p.m. Central.  
Audit Comm. members:  Please call Kelly Johnson at 713 853 6485 to advise of your availability.
Start time and call-in number to be confirmed later Monday morning.
Agenda includes an update on preparation of the Third Quarter Form 10Q
Open to all Board members
 
 
 

The information contained in this email is confidential and/or privileged.  This email is intended only for the individuals named above.  Review, dissemination or copying of this email or the information contained herein other than by the recipient or employee/agent of the recipient is prohibited.  If you have received this email by accident, please notify the sender immediately by email so that we can arrange for the return of the original and all copies of the email.  Thank you.  
 

 
 

 "
799,"Dear Ken:

     Chad asked me to respond to your letter since I manage our
relationship with RFF.  We have had a very good relationship with RFF over
many years and are strongly supportive of their work.  Chad has asked me to
continue as the primary interface with RFF and Paul Portney.   Please
convey this message to Lesli Creedon, RFF's Director of Development.

     With best reagrds,

     Paul Tebo
     VP - Safety, Health and Environment"
800,"

Received: from vmd-ext.prodigy.net ([127.0.0.1]) by vmd-wfldad with ESMTP; Sat, 10 Nov 2001 00:55:35 -0500
"
801,"Ken,

I greatly appreciate your reply, I also agree that the merger was the best alternative, given the circumstances. It saddens me to think that I will not be working for Enron, I had planned to retire from here.  I pray that you will be at peace with your decision and that you will have a happy retirement, put it all behind you and know that you did everything you could and we have a great amount of respect and appreciation for you.  We will definitely miss you and your leadership.  I hope that Dynegy appreciates the value that they are obtaining and the gift of the talented and innovative employees that they will be getting.  Everything will work out for the best.

Thank you again for your response.

Always dedicated,
Delia Walters
Graphic Designer
Marcom




"
802,"

Dear friends,

Greetings from Kissinger McLarty Associates and the Energy Forum of the
James A. Baker III Institute for
Public Policy at Rice University!

You are cordially invited to a special presentation on

MEXICAN ENERGY IN THE 21ST CENTURY

by

Ra?l Mu?oz Leos
Director General, Petr?leos Mexicanos (PEMEX)

and

Thomas F. ""Mack"" McLarty, III
Vice Chairman, Kissinger McLarty Associates
and formerly Special Envoy for the Americas


Friday, June 22, 2001
4:00 p.m.
International Conference Facility
Baker Institute for Public Policy

Reception to Follow


Parking: East Stadium Lot
Entrance 8 or 12

R.S.V.P to 713-348-5794
By Monday, June 18th
"
803,"Dear Ken:

We have very serious offers out to two young - but very highly
regarded - economists doing work in areas of interest to Enron.
(Please see enclosed.)

Hendricks is being recruited for one of the Lay family chairs.

Rust, now at Yale, is being recruited for our new university-wide
Center in Computational Economics and Finance.  His work is likely to
be of considerable interest to Enron.

Malcolm



"
804,"
Gentlemen:
 
As I mentioned to Nathan, Infolink has an interest from a financier capable of providing us with up to $400M for the purchase of Enron assets.
 
I have a teleconference scheduled with them on Wednesday morning and need more information to provide them ASAP.
 
Nathan has mentioned that other parties have been in discussions to purchase Enron Broadband (in whole). I am assuming that a due-diligence package exists. What I am looking for is:
 
1)       A complete list of assets (fiber routes, co-location facilities, equipment).
2)       Balance Sheet and Income statement for Enron Broadband. Please breakout the income statement by month and category.
3)       Customer List along with MRRsand terms of contracts
4)       Any Continuing Financial Commitments (leases, etc.) that exist.
 
We already have an executed confidentiality agreement. If something else is required, please let me know ASAP.
 
Yours truly,
 
Prieur J. Leary, III/CEO
Infolink
"
805,"Ken,  I just wanted to say thanks for all that you and Enron have done for =
me.  I know you trusted people close to you and they let you down for that =
Im sorry.  I have always believed in you and what you stand for.  I  know i=
t took tremendous courage to do what you have done over the last couple of =
weeks.  Whether the people at Enron like it or not I believe you put us fir=
st.  I trust that your decision was the right thing given the circumstances=
. Yes, Im deeply hurt by the last month but the true spirit of Enron will l=
ast within me forever.   I started at this company a mid level IT Administr=
ator and I am now a seasoned Director level technologist and leader.  I hav=
e had 4 promotions in the last 5 1/2 years.  I have been challenged by this=
 environment.  I believe that I can go anywhere and be successful because o=
f meeting those challenges.  No where else could have provided me these opp=
ortunities. In return Im going to stay committed and have faith that due to=
 that committment the Enron spirit will live on.  With all the bad I wanted=
 to remind you of the good. My years of employment with Enron have been the=
 best of my career.  No matter what happens I know I will be fine. I truly =
wish you and your family the best. =20

Take Care
Mike Croucher"
806,"
Ken,

I wanted to let you know that I spoke with W.O. King at the Baker Institute earlier today.  Everything is ready for tomorrow's activities.

There will be a great deal of media coverage for the event.  Many media outlets will be accessing the live video feed of Chairman Greenspan's speech.  However, the media will not be able to interview any participants directly.  Chairman Greenspan will only answer written questions submitted by the audience (including media), and those questions will be vetted twice.  I will be receiving the media advisory that has been distributed and the most current media attendee list from the Baker Institute tomorrow.  I will provide that to you as early as possible. 

You probably know that, because of his position, Chairman Greenspan can not accept the prize itself, but only the ""honor"" of being named an Enron Prize recipient.  For that reason, the Enron Prize will not be present on stage during the ceremony.  

Karen Denne, Christie Patrick and I will be attending.  Please let me know if you have any questions or need additional information prior to the event.

See you there,
Terrie"
807,"Ken:  When things settle down and you can get away, Polly and I would
love to host the Lays out here in the Sonoma Valley.  The guest house is
done on our Sonoma farm and we would love to see you.  We realize that
Aspen is always there for you, but if you want some sunshine and
wine-tasting, please don't hesitate--and calling us at the last minute
is just fine.  Last weekend, we had a square dance for about 100 people
in our large barn, with several former Texans who live here now in
attendance, and the Texans pronounced the whole event as very
authentic.  We will be doing that again next Fall, when you will be
invited, but don't wait that long.  Contact numbers:  cell phone
w/voicemail 415.264.0054; office 415.477.0155; Sonoma Farm 707.996.0286;
or email.  Best regards, Gary Hultquist"
