,mail_content
874,"An All Faculty Meeting will be held:

Wednesday, October 17
9:30 a.m. to 10:30 a.m.
Room 124

An agenda is attached. A hard copy of the agenda and minutes of the
September meeting have been placed in your mail box.

Patsy Barker
Executive Assistant to the Dean
Jones Graduate School of Management
Rice University
6100 Main Street, MS-531
Houston, Texas 77005
Tel:  713.348.4838
Fax: 713.348.5110
"
875," 
 					
 				 You have been specially selected to receive a   FREE   mini-vacation:  	
 		 		  	
 				 Choose from over 15 destinations!  	
 	 	 Orlando, FL  Ft. Lauderdale, FL  Daytona Beach, FL  Myrtle Beach, SC  Ashville, NC 	 Branson, MO  Wisconsin Dells, WI  New Orleans, LA  Las Vegas, NV  and many more! 	  	
 		 		  	
 				 Hurry!Sign up today   	
 		 		  	
 		 		  	


 
 
 
To be removed from further mailings click here 
[IMAGE]"
876,"
=09[IMAGE]=09
[IMAGE]=09 Volume 1 Issue 10  The Insighter, Technical Insight's monthly e-=
newsletter, delves into world-wide technical developments with articles wri=
tten by Technical Insights' analysts. The e-newsletter provides intelligenc=
e that keeps you abreast of cutting-edge technologies in your markets and i=
nspires fresh ideas to grow your business.  In this issue you will find: (a=
rticles below are from an archived databank, please respond to email for ac=
cess to the most current findings.)   Science and Government   Sensor Techn=
ology  Genetic Technology  Performance Materials  Inside R&D  Microelectron=
ics  Nanotechnology  Electronic Materials   Advanced Materials   Engineerin=
g Polymers   Bioterrorism: Just How Imminent is the Threat?  by David Krame=
r - Science and Government Report Alerts   In the wake of the events of Sep=
t. 11, it's become almost a mantra that terrorists will soon unleash biolog=
ical weapons against US cities. Articles on the subject are appearing on a =
daily basis in the popular press, fueled by revelations that the World Trad=
e Center and Pentagon hijackers had looked into crop dusting prior to their=
 suicide attacks. But how much of the threat of bioterrorism is hype and ho=
w much real?  ...Read the entire article   For information related to the a=
rticle above please hit reply and indicate your interest below:    For more=
 information on Science and Government Report   To purchase related report =
MEMS (D228)  For information on other related reports   Tiny Nanowire Array=
s Sense Hydrogen by Charles Joslin - Sensor Technology Alerts  As we move i=
nto alternative engines such as fuel cells that are fueled with hydrogen, w=
e will need sensors to keep track of what's going on. We will want better h=
ydrogen sensors to monitor performance and detect leaks of this explosive g=
as from storage tanks. Just in time, chemists in California and France have=
 come up with a nanowire array that will do this with a minimum of fuss. It=
 gives us both extremely small hydrogen sensors and hydrogenactivated switc=
hes. Either way, they will take little space, will work quickly at room tem=
perature, and will require little power.  .... Read the entire article   Fo=
r information related to the article above please indicate your interest be=
low:   For more information on Sensor Technology Alert   To purchase relate=
d report Nanodevices (D220)  For information on other related reports   Com=
monwealth Checks DNA of Bio-Terrorist Organism by Al Hester - Genetic Techn=
ology News Alerts  The September 11 attacks have increased concerns about p=
ossible future attacks with biological agents. Identification of such an ag=
ent is the first step in protection from it. Commonwealth Biotechnologies I=
nc. has been awarded ... Read the entire article   For information related =
to the article above please indicate your interest below:   For more inform=
ation on Genetic Technology News  To purchase related report Proteomics (D2=
32)  For information on other related reports     Here is a list of other a=
rticles currently on technicalinsights.frost.com . Please note you will com=
plete a free and easy registration to read articles below that can impact E=
nron Corporation.    In the Wake of Terrorist Attacks  [Performance Materia=
ls] Advanced materials are likely to play a key role in our response. Here =
are some observations: ... more    Moore's Law Good for 20 More Years  [Ins=
ide R&D] Their study tells them that silicon technology still has enormous =
remaining potential: ... more    Cancer Detecting Chip  [Microelectronics] =
Researchers at the University of California at Berkeley have developed a ch=
ip capable of keeping an eye on a key protein produced by prostate cancer. =
... more    New Generation of Antibiotics is On the Way  [Nanotechnology] W=
e won't see it in pharmacies for five to ten years--that's the way it is wi=
th new drug concepts and their approval processes--but we are at the thresh=
old ... more    Microdischarges Etch Silicon Without Masks  [Electronic Mat=
erials] Caltech chemists have come up with a way to use microdischarges to =
pattern silicon. The discharges are used ... more    Superconducting...Iron=
?  [Advanced Materials] Conventional wisdom says that superconducting mater=
ials can't be magnetic, and magnetic materials can't superconduct. Writing =
in the journal Nature, however, ... more    Expanding E/E Applications  [En=
gineering Polymers] Growth of electrical/electronics (E/E) in homes and car=
s is expected to multiply requirements for advanced engineering polymers an=
d cause increasing demand for ... more    Please have my Account Executive =
contact me by: Phone    Email    Fax  [IMAGE]   If you are unable to submit=
"
877,"Rick:

Greetings.

You may recall my 9/18 e-mail to Greg Whalley inviting him to keynote our
Spring 2002 UT Energy Finance Conference at dinner on Thur., Feb. 21, 2002.

I take the opportunity of your Austin visit tomorrow to inquire whether Mr.
Whalley has made a decision, hopefully positive, to accept our invitation.

I look forward to seeing you tomorrow evening.  With Best Regards,
Ehud
==============================================
   Ehud I. Ronn
   Professor of Finance and Jack S. Josey Professor in Energy Studies
   Director, Center for Energy Finance Education and Research
   McCombs School of Business
   University of Texas at Austin
   Austin, TX. 78712-1179
   Voice:  (512) 471-5853
   FAX:  (512) 471-5073
"
878,"Just in case you did not know it, we send Vince a basket and flowers
for Bosses' Day.  Below is his message.


***************************************************************************

Thank you for the gift and the card I received on Friday
on the occasion of the Bosses' Day.

I am very proud to be part of this great research team.

Vince
"
879,"Tired of the 40 x 40 x 40 Plan? You know:

Work 40 hours per week for someone else for 40 years, and then receive a 40% reduction in pay?

Is working for the ""boss"" to demeaning and unrewarding?

Are you sick of depending on a job with too little pay and too many hours with no personal reward and even less future?

If you are determined to retire in the next 2 - 5 years with enough income to have REAL Financial Independence and Freedom, and are not afraid to work for it, I can help you.

I am looking for people with a Good Work Ethic and extraordinary Desire to Earn at Least $10,000 per Month Working From Home!

This LEGTITMATE HOME-BASED INCOME OPPORTUNITY can put you back in Control of your Time, Your Finances, and your life!

If you have tried other opportunities in the past that have failed to live up to their promises, THIS IS DIFFERENT THAN ANYTHING ELSE YOU'VE SEEN!

THIS IS NOT A GET-RICH-QUICK SCHEME!

YOUR FINANCIAL PAST DOES NOT HAVE TO BE YOUR FINANCIAL FUTURE!

CALL ONLY IF YOU ARE SERIOUS!

1-800-966-3547 ext. 8790 (Free, 24 hours, 2 minute recorded message)

DON'T GO TO SLEEP WITHOUT LISTENING TO THIS!

""All our dreams can come true - if we have the courage to pursue them"" - Walt Disney


To be taken out of our database click ""reply"" and click ""send"".
"
880,"Vince:

Therese is involved with the ""Enron Kids"" (where you adopt a child for
Christmas and spend $175.00 on them).  Do you think the group would
be interested in sponsoring a couple of kids?  If we adopt 2 children
(say a boy and a girl) at $175.00 each we would only need approximately
$6.00 from each person.  If we adopted 3 kids (525.00) we would need
approximately 10.00 per person.  What do you think?
"
881,"

Content-Transfer-Encoding: 7bit
"
882," Untitled Document
    -- Free  Trial -- Listen by calling 1-800-990-PLUM Enter passcode 3004,=
 followed by the # key  For Jan. 9, 2002, Plum is covering these  stories: =
    MidAmerican Plans Iowa's Largest Power Generator  EPA and White House A=
pproach Deal on Emission Control  Rollbacks  Enron Continues Operations in =
Latin America  Dominion Brings Plant Transfer Request to Virginia State  Le=
gislature  Duke Plans Second Plant in Satsop, WA  States Would Sue if Clean=
 Air Act Weakened  Enron Execs Met with Cheney Six Times  Judge in 9B Calif=
ornia Suit Against Power Marketers Will  Have Decision by Summer  Nuclear W=
eapons Workers May be Eligible for Payment of  150,000 Dollars  Royal Dutch=
/Shell, Gazprom Join PetroChina in Cross-Country  Pipeline Deal  U.S. Pacif=
ic Northwest, Portland General Electric Defend  Merger  Info on Yucca Mount=
ain Sufficient, Abraham Says   And  dozens more...!      To Listen Now:  Ca=
ll 1-800-990-PLUM enter passcode 3004 followed by the # key    [IMAGE]     =
 Call from any phone. Use a headset for easy listening  while driving.   Cu=
stomized and Interactive  Use the numeric keypad on your telephone to repea=
t, pause or  skip stories, and even request more information. Here is the  =
list of commands for your reference: [IMAGE]  ""...your mobile phone becomes=
 a  tool for saving time and gathering relevant business intelligence...""  =
     =09  Power Marketers News Radio from Plum  Briefings      Daily news y=
ou need to hear!    Today's  morning drive newscast        included the sto=
ries listed  to the left.               Just  Listen...     Call from any m=
obile phone while commuting  and hear daily audio newscasts covering  the p=
ower industry  from  [IMAGE] For detailed info download  brochure     Trans=
form  drive time into productive time  Arrive  at the office fully informed=
 and prepared for the day    Special Offer:  Free trial!   Listen  to today=
's newscast now by calling 1.800.990.plum enter passcode 3004 followed by t=
he # key.  Call  daily until 01/18/02 (You may forward this trial passcode =
to interested  colleagues) Download brochure for subscription info      Put=
  1-800-990-plum on your mobile phone speed dial now     Thorough  coverage=
 of power and gas Plum Briefings are customized telephone briefings -- indi=
vidually  tailored audio news programs -- that will provide you with in-dep=
th,  commercial-free coverage of the energy landscape.    We report on FERC=
 & state PUC rulings, new projects, new  legislation, RTOs, supply & demand=
 forces, and other topics  that matter to you. We can also brief you, at yo=
ur option, on  general business conditions, financial markets, consumer hea=
lth  news, and other ancillary topics.    A tool for saving time With Plum =
Briefings, your mobile phone becomes a tool for saving  time and gathering =
relevant business intelligence. Whether you're  driving to your office or w=
aiting for a flight, simply dial our  telephone number anytime and from any=
where. Unlike radio broadcasts,  our briefings won't bore you with ads or r=
epeated stories.    Gathering business intelligence Press keypad buttons to=
 repeat, pause, or skip stories on command.  Request additional articles on=
 any story to be sent via follow-up  e-mail -- we'll send links to key arti=
cles from newspaper,  magazine, and specialist websites.    Give  it a try =
- FREE! Call Plum Briefings daily, absolutely free. Enter 1-800-990-PLUM in=
to your mobile phone speed dial. Call and use passcode 3004 followed by the=
 # key. Try it now!    TO SUBSCRIBE OR FOR MORE INFO: download brochure at =
PlumBriefings.pdf          =09
"
883,"

Content-Transfer-Encoding: 7bit
"
884,"

Content-Transfer-Encoding: quoted-printable
"
885,"Jim,

Thanks. I shall call him.

Vince






"
886,"FYI

1-2 days is optimistic, but we have core value of optimism!

- - - Mike

"
887,"Paulo,

I have talked to Vince and Stinson about the Credit Model enhancement and 
extension.

We will pull other reseource for the Potential Exposure model, so you will be 
relieved from this more 
challenging part of the project.

Due to our limited manpower, everyone is overloaded with multiple tasks.  So 
we still think you
are the best person for the short term project which is adding the asian 
option to the existing model (ask
Amitava for help if needed).

I do not mind if you want to re-negotiate with the customer about the 
delivery date, but keep in mind that EES
has done deals requiring the asian option valuation in the credit model. 


Zimin


"
888,"You have received this email because you are listed as an alternate data 
approver. Please click 
http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000005409&Page=
Approval to review and act upon this request.




Request ID          : 000000000005409
"
889,"Sevil,

Yes, please, go ahead. We shall pay for the trip.

Vince






"
890,"Dale,

Sorry for a delay in responding to your message.
I shall talk to the head of our B2B unit on Friday this week and
shall remind him about your visit.

I hope he can make a decision at this time whether he is interested
in pursuing this opportunity

Vince





"
891,"That's fine.  I didn't want to change anything until I heard from you guys.

See ya!

John

At 11:06 AM 11/28/00 -0600, you wrote:
>
>John,
>
>Thanks. Stinson will be able to join us for dinner. He is opting out of
>the paper due to his big workload but we can get his perspective on
>the last 8 years he spent at Enron.
>
>Vince
>
>
>
>
>
"
892,"Norma:

Ted Murphy would like to have Jason removed from his cost center 
effective  December 16th.  Vince said that it would be ok to have him 
added to our cost center, effective that date.  He is not supposed to start 
with the Research Group until the 28th, but needs a home from the 16th to 
the 28th, so we will pick him up.

Can you take care of this?

Thanks!

Shirley
3-5290"
893,"Mes amis,

In case of emergencies, you can reach me after July 3 at 011 33 4 50 02 22 
12.  
France is 7 hours later than Houston, i.e. 11:00AM in Houston is cocktail 
hour (6:00PM) in France.

Affecteusement,
Grant."
894,"The Gas and Power Trading organizations have had a tremendous year.  
Sometimes we as traders forget some of the crucial parts of the organization 
that significantly contributed to that success.  I believe the Weather Group 
comprised of Mike Robert's, Jose Marquez, Stephen Bennett and Dave Ryan from 
Power are one of those groups.  These individuals have done a tremendous job 
of predicting summer weather along with the route hurricanes would take.  The 
greatest achievement has been the November and December winter forecast.  
They held fast to their cold forecast even when outside services were 
moderating.  On a score card with all other services they definitely deserve 
an ""A+"".  When you are down on the 32nd floor it would be nice if you would 
stop and congratulate them on a tremendous job and their contribution to our 
success.

 Thanks,  Jim Schwieger"
895,"Dear All,


I change the storage model output to its total value versus the unit value 
before.
The total value refers to the total present value of the storage capacity at 
given
status (initial conditions).

The way I calculate the unit value is 

(Total PV - S*capacity taken)/total capacity

which could suffer some negative numbers since S, the spot price could be
very high.  The correct way is to define the S as the average injection gas 
price, but
 this would be troublesome to compute.

By switching to total PV, the delta can be interpreted as total commodity 
delta for the
hedge.  Actually, Duffie also suggested using the total PV as the output in 
his audit
review.

I have attached the XLL model below.

Zimin


"
896,"Spring 2001 Faculty,

The Spring 2001 Course Schedule has been posted to EMBANET.  To access the
Schedule please open the JGSM Area icon on the EMBANET desktop.  Next
please open the Announcement JGSM icon.  You will find the Spring 2001
Course Schedule located under the Subject column.  Please open the
document.  If you do not have access to EMBANET you will need to speak with
"
897,"Hi Vince,

Re: my voice mail sent earlier today, I think this is the group requesting 
the telephone conference.

They prefer a call Tuesday, 16 Jan, after 2 pm.

Let me know!

Thanks!

--Christie.
"
898,"Molly,

We want to hire this very bright young man as a part-time employee,
reporting to Mike Roberts. Mike will be contacting you regarding the details.

Vince


"
899,"Vince,

FEA has arrived at a very simple, direct, and inexpensive approach to
licensing our two VaR-related patents as a package.  I hope that you will
agree that our proposed license fee of $2,500 plus $1 per employee, with
licenses to go to all of your affiliates, would be an attractive offer.  I
would love to sign up Enron for this package as an early customer.  Do you
think you could forward the attached pdf license agreement to the
appropriate people at Enron, together with your recommendation? I am highly
motivated to get Enron as a licensee, and I strongly believe that it will be
a worthwhile effort for both parties.

Best regards,

Mark B. Garman
President, Financial Engineering Associates, Inc.
2484 Shattuck Avenue, Suite 225
Berkeley CA 94704-2029
Tel    +1-510-548-6200
Fax    +1-510-548-0332
http://www.fea.com/

 - Microsoft Word - patent_lic.pdf"
900,"Slava,

Can we invite Maureen Raymond ( a member of the Research Group
currently in London to dinner)?


Vince"
901,"Hey Vince,

Since I saw you last, the ""Real World Option Princing"" paper has taken on
some more interesting results.  Tim Crack and I would certainly like your
comments on the previous version and current version because we feel there
are still more areas to explore, such as, Value at Risk.  Here is where you
can download the paper:

http://www.bus.indiana.edu/tcrack/gopop.pdf

I hope this e-mail finds you in air conditioned room away from the heat.

Tom"
902,"Vince:

The IT Migration team called and said that they need an email from you
stating that you do not want your lap top ""Ghost upped""? (Not sure if this
is the correct term).   They said they were supposed to do this to all 
computers during the migration process, but since you requested that 
they not do this, then they need an email from you with this request.

"
903,"Julie,

Thanks. It feels awesome to have so much power.

Vince





"
904,"Dear Vince,

I am so grateful for your efforts.  I really appreciate you taking time from 
your busy schedule.  If you have not contacted Michael Maddox, it's even 
better.  I have updated and re-worded my resume to better reflect my 
accomplishments.  Would you please contact Michael Maddox of CERA and forward 
my resume to him?  His contact information is (617) 497 6446 or email: 
"
905,"FYI.
"
906,"Vince,

Here is a brief about the project with Maria Garcia.

Promigas, in partnership with others,  wants to acquire $80 MM TVCable 
company in Mexico.
Promigas's ownership would be 25%, i.e. , 20MM.  10MM of it would come from 
debt.
Enron wants to participate this deal by offer Promigas loan guarantee in 
exchange of call options
on 50% Promigas equity in TVCable.

Following suggestions have been made:

1) get a market quote for the loan guarantee;
    use credit risk model to price the guarantee internally;
    need to speak to Vasant

2) find a comparable company, study the volatility
    using company value histogram from economics model(crystal ball output), 
I can fit a lognormal
    distribution, then find the volatility

3)calcalte the call option value, find braek-even strike.


Any inputs are extremely welcome.

Zimin
"
907,"Greetings from the Global Association of Risk Professionals!!  We are
putting together a panel for our March meeting related to one of the
following topics; Cost of Capital, estimating risk premium, and CAPM
approaches to measuring Risk.  Currently, we have Steve Mann, an assistant
professor of Finance at TCU, is scheduled to speak and we are seeking
additional volunteers for our panel. If you are interested please respond
via email. If your organization would like to host the event, please let me
know so that arrangements can be made.

FYI, we have identified resources in New York City that would come to
Houston to speak, and we are in need of a sponsor (or suggestions) to cover
the general expense of bringing these individuals to Houston.

Steve Mann is an assistant professor of Finance at the Neeley School at TCU,
where he teaches courses in derivatives and corporate finance. His primary
area of research is trading, with focus on the risk & reward of market
making in derivative contracts, as well as behavioral aspects of trading,
and liquidity measurement. His publications to date include papers in the
Review of Financial Studies, the Journal of Business, and the Journal of
Futures Markets.

Looking forward to your response.
Respectfully,
Frank Hayden
GARP
<http:www.garp.com>


*****************************************************************************
The information in this email is confidential and may be legally privileged.
It is intended solely for the addressee. Access to this email by anyone else
is unauthorized.

If you are not the intended recipient, any disclosure, copying, distribution
or any action taken or omitted to be taken in reliance on it, is prohibited
and may be unlawful. When addressed to our clients any opinions or advice
contained in this email are subject to the terms and conditions expressed in
the governing KPMG client engagement letter.
*****************************************************************************"
908,"Dr. Kaminski,
I can stop by any Thursday or Friday to meet Grant. I think that will
be great for me to understand better what you are doing in your group
and I will be doing this summer. Could you let me know which day would
work for you, please?

Sevil Yaman
Department of Economics
University of Houston
Houston, TX 77204-5882
(713) 743-3814 / 3817


"
909,"Vince, Stinson, looks like just me and Jim Irvine attending this one may 
suffice since this is a working group meeting.  As the note describes below, 
there will be a separate trip for you guys and me to determine long-term 
involvement, etc... Let me now when to schedule.

Vince and Stinson may want to
wait until KC Claffy or I can visit Portland, or have several Enron
reps visit San Diego for demos and related discussions.


Ravi.
"
910,"Good morning Mr. Saksena:

Reservations have been made for 6:00 PM, the evening of Thursday, 
March 9 at LaTour D'argent Restaurant.  The restaurant is located at 2011 
Ella Blvd at T. C. Jester Blvd.  Men are required to wear a coat.

Directions to restaurant:

Coming from downtown Houston:

Take I-45 North to 610 West.
Take 610 West to Ella Blvd exit.
Go south (back under the freeway)
on Ella Blvd to 2011 Ella at T. C. Jester.

Vince will meet you at the restaurant.

If you have any questions, please call me.

Thanks.

Shirley Crenshaw
713-853-5290
"
911,"Hi all,
I have run the VaR model for the positions at close fo business 28th of July. 
The model is attached below.


As a summary the results are as follows :



and as a comparison the previous days figures were :




This shows some increase in VaR for Aluminium, Copper and Lead. The prices 
for gold and cocoa beans have not been updated 
as we still do not have a live feed to Bloomberg/Reuters. I will be working 
on this with Cantekin and Andreas should also be able to 
provide some more historical data. 
Also, after having a discussion with Andreas here in London we should 
probably reduce the vol we are using for TC - we are taking the Cu price 
vol as a proxy which is a too high. However, assuming the the other 
assumptions we have made around the TC ( ie simulating a parallel shift in 
the curve and 
including no term structure to the price curve) the vol estimate is a 
conservative one.

Cheers
Kirstee

"
912,"Hello all:

FYI.  The Breckenridge offsite has officially been cancelled. 

Sheryl Lara and I are notifying everyone today.

Thanks.

Shirley

"
913,"Vicky,

My affiliation is Enron Corp. My assistant, Shirley Crenshaw, will send you 
an updated version of my bio.
Here are the bullet points:


PRACTICAL TECHNIQUES TO PRICE EXOTIC ENERGY  OPTIONS

Definition of an exotic option
 - pay-off profile
 - price process assumptions
 - different sources of risk

Different types of exotic options used in the energy industry
 - Asian options
 - spread options
 - basket options
 - swing options

Evaluating methodologies for pricing  exotics
???  - assessing the pros and cons  of different techniques
  - approximations of closed-form formulas
  - Monte Carlo techniques
  - trees
  - numerical solutions of PDEs
???  - applying multi-factor models  to price exotic energy derivatives
???  - building trees for pricing  and hedging exotics

Practical examples
?
ANALYSING APPROACHES TO WEATHER DERIVATIVES  VALUATION
?
Definition of a weather derivative

Why does energy industry need weather derivatives?
 - hedging volume/price  risk as opposed to hedging exclusively price risk
 - the energy industry's exposure to weather: numerical estimates

Different types of weather derivatives used in the energy industry
???  - heating and cooling degree day  swaps and options
???  - precipitation contracts
 - hurricane contracts
 - financial options contingent on weather
 - digital options

Valuation controversy: actuarial valuation vs. valuation based on the 
Black-Scholes paradigm

Use of Monte Carlo techniques in valuation of weather derivatives

Valuing long term transactions

Practical example


Please, feel free to edit my bullet points to improve my English.

It was a  pleasure working with you and I hope our roads will cross at some 
point.
The best of luck to you.

Vince
 





"
914,"I have attached a copy of my CV as a PostScript file.
If you need further info, or a different format, please
let me know.

Enjoy!

Keith Baggerly
Asst Professor, Statistics
Rice University
(713) 348-5282
"
915,"James Aimone is a canditate for a summer position supporting the ENA option 
pricing and valuation team.

He will be at Enron, Friday April 28 from 2:30 to 4:00.

Schedule of interviews:

Stinson Gibner  2:30-2:45
Zimin Lu  2:45-3:00
Paulo Issler  3:00-3:15
Elizabeth Grant  3:30-4:00

thanks,

Stinson"
916,"Last year the Enron Political Action Committee (PAC) launched a campaign to=
=20
become a ""million dollar PAC"".  Enron employees, who provide all of the=20
funding for the PAC, responded and the Enron PAC reached its objective,=20
becoming one of the largest corporate PACs.  This year we face a new=20
challenge.  With the sale of EOG, the announced sale of PGE and normal=20
employee turnover, we have lost a significant number of consistent=20
contributors.  We are seeking your support.  If you are not a member, pleas=
e=20
join.  If you are a member, we hope you will consider increasing your=20
contribution.

The Enron PAC is an essential tool in our effort to promote sound public=20
policy.  Our PAC funds support local, state and federal candidates, of both=
=20
parties, who support open markets, deregulation and customer choice.  Amoun=
ts=20
contributed may be used to make political contributions in connection with=
=20
federal and state elections and are subject to the limits of the Federal=20
Election Campaign Act.  While our PAC has grown thanks to our employee=20
contributions, it still generates just a fraction of the expenditures of=20
those who oppose these ideals.

This year, as always, we face challenges and opportunities for every one of=
=20
our businesses, including such issues as taxation and regulation of=20
e-commerce, electric industry restructuring, regulation of derivatives,=20
international trade and investment legislation, pipeline safety, local and=
=20
state decisions affecting the siting and interconnection of power plants an=
d=20
a variety of environmental and tax issues.  Enron has a long and successful=
=20
track record of supporting and advancing good public policy.  That track=20
record depends on access to and regular communication with, decision makers=
. =20
The PAC provides that access - - it shows policy makers that real voters ca=
re=20
about what they are doing.

One of the best things about Enron is that we don=01,t just take things as =
they=20
are.  We challenge the status quo.  We ask why.  We change things.  The PAC=
=20
helps us do that.  We need you to help the PAC.  Sign up today - and please=
=20
consider the following contribution guidelines:

Manager    $500/year
Director     $750/year
Sr. Director/General Manager  $1,000/year
Vice President    $2,500/year
Sr. VP/Managing Director  $3,500/year
Executive Committee   $5,000/year

All contributions are voluntary and these guidelines are merely suggestions=
. =20
You are free to contribute more or less than the guidelines suggested and=
=20
Enron will not favor or disadvantage anyone by reason of the amount of thei=
r=20
contribution or their decision not to contribute.  You may refuse to=20
contribute without fear of reprisal.

Only U.S. citizens and resident-aliens living in the U.S. can contribute to=
=20
the Enron PAC.  The maximum contribution is $5,000 per year per individual.=
 =20
An individual may not contribute more than $25,000 to all federal candidate=
s=20
and committees within a calendar year.  The law requires that Enron report=
=20
name, address, employer and occupation for every person who contributes ove=
r=20
$200/year.

No portion of any contribution is deductible as a charitable contribution f=
or=20
federal income tax purposes.

Thanks for your support!  Sign up now, or revise your current contribution=
=20
level by connecting with the PAC intranet site:

http://pacmembers.enron.com"
917,http://www.france3.fr/
918,"Vasant,

Can you send me the electronic version of the documents for Ben Gleason
(cost of capital)? I would like to play with the numbers and check a few
ideas.

Vince"
919,"Vince:

There is another person at Azurix looking for  a possible Enron position.   
He has an OR background and has good programming skill.   One possible 
weakness may be communication skills  (I interviewed him for Azurix way back 
when.)    I would like him to come over and talk to Zimin and myself again to 
evaluate him for a possible spot supporting ENA since we seem to be unable to 
attract anyone in the outside market right now, and we are rapidly getting 
more back-logged with requests.    I do not know what his compensation is, 
but I can check with him.  

--Stinson

"
920,"Aram Sogomonian

Phone: (503) 813 5754 (w)
           5608 (w) 
 (503) 701 6692 (c)
 
 (503) 636 9471 (h)"
921,"Stinson/Vince,

I think this is important to know.

Regards,
Sandeep.
"
922,"fyi
"
